Start	Finish	BN Synset
i003.s008.t016	i003.s008.t016	bn:00107136a
i003.s009.t002	i003.s009.t002	bn:00104680a
i003.s009.t003	i003.s009.t003	bn:00070206n
i003.s009.t009	i003.s009.t009	bn:00008412n
i003.s009.t010	i003.s009.t010	bn:00046575n
i003.s009.t013	i003.s009.t013	bn:00002936n
i003.s009.t029	i003.s009.t029	bn:00104995a
i003.s010.t005	i003.s010.t005	bn:00021721n
i003.s010.t006	i003.s010.t006	bn:00110842a
i003.s010.t020	i003.s010.t020	bn:00073170n
i003.s010.t023	i003.s010.t023	bn:00025569n
i003.s010.t031	i003.s010.t031	bn:00001738n
i003.s010.t034	i003.s010.t034	bn:00110842a
i003.s010.t036	i003.s010.t036	bn:00104995a
i003.s010.t037	i003.s010.t037	bn:00032152n
i003.s010.t042	i003.s010.t042	bn:03359468n
i003.s011.t003	i003.s011.t003	bn:00107136a
i003.s011.t007	i003.s011.t011	bn:00034797n
i003.s011.t008	i003.s011.t010	bn:00085499v
i003.s011.t016	i003.s011.t016	bn:00063673n
i003.s011.t018	i003.s011.t018	bn:00016401n
i003.s011.t020	i003.s011.t020	bn:00082573v
i003.s012.t002	i003.s012.t002	bn:00074790n
i003.s012.t004	i003.s012.t004	bn:00084931v
i003.s012.t004	i003.s012.t008	bn:00034797n
i003.s012.t014	i003.s012.t014	bn:00016401n
i003.s012.t018	i003.s012.t018	bn:00011771n
i003.s012.t030	i003.s012.t030	bn:00026418n
i003.s013.t003	i003.s013.t005	bn:00082596v
i003.s013.t007	i003.s013.t007	bn:00082720v
i003.s013.t009	i003.s013.t009	bn:00007783n
i003.s013.t009	i003.s013.t009	bn:00034797n
i003.s013.t012	i003.s013.t012	bn:00030626n
i003.s014.t002	i003.s014.t002	bn:00047238n
i003.s014.t007	i003.s014.t007	bn:00035770n
i003.s014.t012	i003.s014.t012	bn:00080113n
i003.s015.t002	i003.s015.t002	bn:00067181n
i003.s015.t003	i003.s015.t018	bn:00061054n
i003.s015.t007	i003.s015.t007	bn:00074790n
i003.s015.t009	i003.s015.t009	bn:00107136a
i003.s015.t013	i003.s015.t013	bn:00085670v
i003.s015.t013	i003.s015.t013	bn:00094713v
i003.s015.t015	i003.s015.t015	bn:00008790n
i003.s016.t004	i003.s016.t004	bn:00067181n
i003.s016.t006	i003.s016.t008	bn:00034797n
i003.s016.t017	i003.s016.t017	bn:00021721n
i003.s016.t019	i003.s016.t019	bn:00084692v
i003.s017.t002	i003.s017.t002	bn:00087137v
i003.s017.t002	i003.s017.t007	bn:00017761n
i003.s017.t010	i003.s017.t010	bn:00041853n
i003.s017.t014	i003.s017.t014	bn:00082486v
i003.s017.t017	i003.s017.t017	bn:00016850n
i003.s017.t020	i003.s017.t020	bn:00082596v
i003.s017.t022	i003.s017.t022	bn:00008714n
i003.s017.t025	i003.s017.t025	bn:00001936n
i003.s018.t007	i003.s018.t009	bn:00082596v
i003.s018.t010	i003.s018.t015	bn:00064776n
i003.s018.t018	i003.s018.t019	bn:00088783v
i003.s018.t021	i003.s018.t021	bn:00008714n
i003.s018.t024	i003.s018.t024	bn:00001936n
i003.s018.t026	i003.s018.t026	bn:00102398a
i003.s018.t030	i003.s018.t030	bn:00110842a
i003.s019.t001	i003.s019.t001	bn:00117283r
i003.s019.t007	i003.s019.t007	bn:00104973a
i003.s019.t010	i003.s019.t010	bn:00064665n
i003.s019.t011	i003.s019.t011	bn:00082720v
i003.s019.t013	i003.s019.t013	bn:00115235r
i003.s019.t015	i003.s019.t015	bn:00070206n
i003.s019.t018	i003.s019.t024	bn:00008714n
i003.s019.t023	i003.s019.t023	bn:00081593n
i003.s019.t024	i003.s019.t024	bn:00096644a
i003.s020.t004	i003.s020.t004	bn:00083240v
i003.s020.t009	i003.s020.t009	bn:00066743n
i003.s020.t012	i003.s020.t012	bn:00081593n
i003.s020.t020	i003.s020.t020	bn:00092717v
i003.s020.t024	i003.s020.t024	bn:00096644a
i003.s021.t003	i003.s021.t003	bn:00082596v
i003.s021.t005	i003.s021.t005	bn:00007781n
i003.s021.t011	i003.s021.t011	bn:00027538n
i003.s021.t012	i003.s021.t012	bn:00082868v
i003.s021.t014	i003.s021.t014	bn:00001936n
i003.s022.t002	i003.s022.t002	bn:00064665n
i003.s022.t003	i003.s022.t005	bn:00085648v
i003.s022.t006	i003.s022.t008	bn:00034797n
i003.s022.t007	i003.s022.t007	bn:00005513n
i003.s022.t010	i003.s022.t010	bn:00021286n
i003.s022.t018	i003.s022.t018	bn:00109998a
i004.s001.t002	i004.s001.t002	bn:00028015n
i004.s001.t004	i004.s001.t004	bn:00109211a
i004.s002.t003	i004.s002.t003	bn:00054128n
i004.s002.t004	i004.s002.t006	bn:00087869v
i004.s002.t009	i004.s002.t009	bn:00074790n
i004.s002.t011	i004.s002.t011	bn:00082720v
i004.s002.t013	i004.s002.t013	bn:00079883n
i004.s003.t004	i004.s003.t004	bn:00923812n
i004.s004.t001	i004.s004.t001	bn:00923812n
i004.s004.t002	i004.s004.t002	bn:00085499v
i004.s004.t004	i004.s004.t004	bn:00096387a
i004.s004.t005	i004.s004.t005	bn:00074985n
i004.s004.t006	i004.s004.t006	bn:00923812n
i004.s004.t009	i004.s004.t009	bn:00097846a
i004.s004.t013	i004.s004.t013	bn:00052222n
i004.s004.t016	i004.s004.t016	bn:00072760n
i004.s004.t017	i004.s004.t017	bn:00046787n
i004.s005.t002	i004.s005.t002	bn:00052222n
i004.s005.t009	i004.s005.t009	bn:00088078v
i004.s005.t011	i004.s005.t011	bn:00023645n
i004.s005.t015	i004.s005.t015	bn:00032604n
i004.s005.t017	i004.s005.t017	bn:00117049r
i004.s005.t020	i004.s005.t020	bn:00089157v
i004.s006.t002	i004.s006.t002	bn:00052222n
i004.s006.t004	i004.s006.t004	bn:00090663v
i004.s006.t007	i004.s006.t007	bn:00032604n
i004.s006.t010	i004.s006.t010	bn:00051872n
i004.s006.t011	i004.s006.t011	bn:03463336n
i004.s006.t014	i004.s006.t014	bn:00108011a
i004.s006.t015	i004.s006.t015	bn:00032604n
i004.s006.t018	i004.s006.t018	bn:00003057n
i004.s006.t022	i004.s006.t026	bn:00003603n
i004.s006.t028	i004.s006.t028	bn:00923812n
i004.s007.t005	i004.s007.t005	bn:00082705v
i004.s007.t006	i004.s007.t006	bn:00923812n
i004.s008.t001	i004.s008.t001	bn:00923812n
i004.s008.t004	i004.s008.t004	bn:00004656n
i004.s008.t006	i004.s008.t006	bn:00089805v
i004.s008.t010	i004.s008.t010	bn:00082787v
i004.s008.t011	i004.s008.t012	bn:00083115v
i004.s009.t002	i004.s009.t002	bn:00082705v
i004.s009.t004	i004.s009.t004	bn:00015267n
i004.s009.t006	i004.s009.t006	bn:00088454v
i004.s009.t008	i004.s009.t008	bn:00083115v
i004.s009.t008	i004.s009.t009	bn:00083115v
i004.s009.t009	i004.s009.t009	bn:00084069v
i004.s009.t015	i004.s009.t015	bn:00018141n
i004.s009.t017	i004.s009.t017	bn:00054128n
i004.s009.t018	i004.s009.t018	bn:00082705v
i004.s009.t021	i004.s009.t021	bn:00047235n
i004.s009.t023	i004.s009.t023	bn:00015180n
i004.s009.t028	i004.s009.t028	bn:00090142v
i004.s009.t030	i004.s009.t030	bn:00084069v
i004.s009.t032	i004.s009.t032	bn:00083115v
i004.s010.t002	i004.s010.t002	bn:00020872n
i004.s010.t004	i004.s010.t007	bn:00111492a
i004.s010.t005	i004.s010.t012	bn:00054018n
i004.s010.t011	i004.s010.t011	bn:00108011a
i004.s010.t012	i004.s010.t012	bn:00047235n
i004.s010.t013	i004.s010.t013	bn:00113583a
i004.s010.t016	i004.s010.t016	bn:00027011n
i004.s010.t017	i004.s010.t017	bn:00108295a
i004.s010.t019	i004.s010.t019	bn:00923812n
i004.s010.t021	i004.s010.t021	bn:00114246r
i004.s010.t023	i004.s010.t023	bn:00082705v
i004.s010.t025	i004.s010.t025	bn:00047235n
i004.s010.t027	i004.s010.t031	bn:00027565n
i004.s010.t031	i004.s010.t031	bn:00046787n
i004.s010.t034	i004.s010.t034	bn:00046787n
i004.s010.t035	i004.s010.t035	bn:00088425v
i004.s010.t037	i004.s010.t037	bn:00052222n
i004.s011.t003	i004.s011.t003	bn:00002178n
i004.s011.t004	i004.s011.t004	bn:00923812n
i004.s011.t007	i004.s011.t007	bn:00088826v
i004.s011.t014	i004.s011.t014	bn:00025419n
i004.s012.t003	i004.s012.t003	bn:00923812n
i004.s013.t001	i004.s013.t001	bn:00923812n
i004.s013.t002	i004.s013.t004	bn:00083622v
i004.s013.t006	i004.s013.t006	bn:02560276n
i004.s013.t011	i004.s013.t011	bn:00082285v
i004.s013.t015	i004.s013.t015	bn:00075762n
i004.s013.t016	i004.s013.t016	bn:00107232a
i004.s013.t017	i004.s013.t017	bn:00099258a
i004.s014.t004	i004.s014.t004	bn:00082596v
i004.s014.t008	i004.s014.t008	bn:00923812n
i004.s015.t004	i004.s015.t004	bn:00098342a
i004.s015.t005	i004.s015.t005	bn:00074790n
i004.s015.t007	i004.s015.t007	bn:00923812n
i004.s015.t011	i004.s015.t011	bn:00015267n
i004.s015.t013	i004.s015.t013	bn:00049551n
i004.s015.t018	i004.s015.t018	bn:00061017n
i004.s015.t021	i004.s015.t021	bn:00113583a
i004.s015.t023	i004.s015.t023	bn:00110469a
i004.s015.t024	i004.s015.t024	bn:00011771n
i004.s015.t025	i004.s015.t025	bn:00102440a
i004.s015.t031	i004.s015.t031	bn:00003341n
i004.s016.t002	i004.s016.t002	bn:00009905n
i004.s016.t004	i004.s016.t004	bn:00083245v
i004.s016.t005	i004.s016.t005	bn:00923812n
i004.s016.t009	i004.s016.t009	bn:00074790n
i004.s017.t002	i004.s017.t002	bn:00021961n
i004.s017.t004	i004.s017.t004	bn:00074790n
i004.s017.t006	i004.s017.t006	bn:00083245v
i004.s017.t008	i004.s017.t008	bn:00923812n
i004.s017.t010	i004.s017.t010	bn:00116284r
i004.s017.t011	i004.s017.t011	bn:00102038a
i004.s017.t013	i004.s017.t013	bn:00062717n
i004.s017.t016	i004.s017.t016	bn:00015267n
i004.s017.t017	i004.s017.t017	bn:00087863v
i004.s017.t020	i004.s017.t020	bn:00054128n
i004.s017.t024	i004.s017.t024	bn:00027565n
i004.s017.t027	i004.s017.t027	bn:00105886a
i004.s017.t028	i004.s017.t031	bn:00015267n
i004.s017.t032	i004.s017.t032	bn:00087863v
i004.s017.t035	i004.s017.t035	bn:00062717n
i004.s017.t039	i004.s017.t039	bn:00047235n
i004.s017.t042	i004.s017.t042	bn:00008467n
i004.s017.t044	i004.s017.t044	bn:00027565n
i004.s018.t002	i004.s018.t002	bn:00047235n
i004.s018.t005	i004.s018.t005	bn:00015267n
i004.s018.t005	i004.s018.t007	bn:00027565n
i004.s018.t009	i004.s018.t009	bn:00083347v
i004.s018.t012	i004.s018.t029	bn:00046787n
i004.s018.t016	i004.s018.t016	bn:00004222n
i004.s018.t017	i004.s018.t020	bn:00027565n
i004.s018.t022	i004.s018.t022	bn:00116360r
i004.s018.t025	i004.s018.t025	bn:00096151a
i004.s018.t029	i004.s018.t029	bn:00052222n
i004.s018.t031	i004.s018.t031	bn:00102278a
i004.s019.t003	i004.s019.t003	bn:00047235n
i004.s019.t005	i004.s019.t005	bn:00035627n
i004.s019.t008	i004.s019.t008	bn:00052222n
i004.s019.t011	i004.s019.t011	bn:00082365v
i004.s019.t013	i004.s019.t013	bn:00059954n
i004.s019.t015	i004.s019.t015	bn:00015267n
i004.s020.t001	i004.s020.t001	bn:00114246r
i004.s020.t004	i004.s020.t004	bn:00047235n
i004.s020.t006	i004.s020.t006	bn:00027565n
i004.s020.t011	i004.s020.t011	bn:00108011a
i004.s020.t012	i004.s020.t012	bn:00054018n
i004.s020.t014	i004.s020.t016	bn:00111492a
i004.s020.t017	i004.s020.t017	bn:00108011a
i004.s020.t018	i004.s020.t018	bn:00076843n
i004.s020.t019	i004.s020.t019	bn:00113583a
i004.s020.t021	i004.s020.t022	bn:00082336v
i004.s020.t023	i004.s020.t023	bn:00016850n
i004.s020.t025	i004.s020.t025	bn:00027565n
i004.s021.t004	i004.s021.t004	bn:00030747n
i004.s021.t005	i004.s021.t005	bn:00082868v
i004.s021.t007	i004.s021.t007	bn:00923812n
i004.s022.t001	i004.s022.t001	bn:00923812n
i004.s022.t003	i004.s022.t003	bn:00114634r
i004.s022.t004	i004.s022.t004	bn:00115530r
i004.s022.t005	i004.s022.t005	bn:00095008v
i004.s022.t007	i004.s022.t007	bn:00082365v
i004.s022.t008	i004.s022.t008	bn:00114917r
i004.s022.t010	i004.s022.t010	bn:00028320n
i004.s022.t014	i004.s022.t014	bn:00019848n
i004.s022.t016	i004.s022.t016	bn:00028320n
i004.s022.t017	i004.s022.t017	bn:00082418v
i004.s022.t020	i004.s022.t020	bn:00101795a
i004.s022.t021	i004.s022.t021	bn:00061605n
i004.s022.t023	i004.s022.t023	bn:00077267n
i004.s022.t028	i004.s022.t028	bn:00019848n
i004.s022.t030	i004.s022.t030	bn:00022191n
i004.s022.t032	i004.s022.t032	bn:00047235n
i004.s023.t004	i004.s023.t004	bn:00042049n
i004.s023.t009	i004.s023.t009	bn:00046516n
i004.s023.t011	i004.s023.t011	bn:00088826v
i004.s023.t013	i004.s023.t013	bn:00054128n
i004.s023.t017	i004.s023.t017	bn:00022113n
i004.s023.t020	i004.s023.t020	bn:00004222n
i004.s024.t001	i004.s024.t001	bn:00923812n
i004.s024.t002	i004.s024.t002	bn:00116360r
i004.s024.t003	i004.s024.t003	bn:00083187v
i004.s024.t004	i004.s024.t004	bn:00102398a
i004.s024.t005	i004.s024.t005	bn:00030747n
i004.s024.t008	i004.s024.t008	bn:00044382n
