Token ID,Token,Lemma,GSMS,Farsi Token,Farsi Lemma,POS FAR,BN Synset,Correct?,Synonyms?,BN Gloss,Token ID FAR,Annotator notes,Farsi Lemma - BN Synset,Farsi Lemma - BN Gloss,English Lemma - WN Synsets,English Lemma - WN Glosses,English Lemma - BN Synsets,English Lemma - BN Glosses
d001.s030.t017,.,,X,.,.,PUNCT,n/a,,,n/a,d001.s030.t015,,,,,,,
d001.s031.t001,What,,X,چه,چه,DET,n/a,,,n/a,d001.s031.t005,,,,,,,
d001.s031.t002,benefit,benefit,N,فوایدی,فواید,NOUN,bn:00037022n,1,,The advantageous quality of being beneficial,d001.s031.t006,,,,,,,
d001.s031.t003,has,have,V,داده_است,داد#ده,VERB,n/a,,,n/a,d001.s031.t009,,,,,,,
d001.s031.t004,Alimta,alimta,N,آلیمتا,آلیمتا,NOUN,bn:00602447n,1,,Pemetrexed is a chemotherapy drug manufactured and marketed by Eli Lilly and Company.,d001.s031.t001,,,,,,,
d001.s031.t005,shown,show,V,نشان,نشان,NOUN,bn:00086567v,1,,"Establish the validity of something, as by an example, explanation or experiment",d001.s031.t008,,,,,,,
d001.s031.t006,during,,X,طول,طول,"NOUN,EZ",n/a,,,n/a,d001.s031.t003,,,,,,,
d001.s031.t007,the,,X,در,در,ADP,n/a,,,n/a,d001.s031.t002,,,,,,,
d001.s031.t008,studies,study,N,مطالعات,مطالعات,NOUN,bn:00074790n,1,,A detailed critical inspection,d001.s031.t004,,,,,,,
d001.s031.t009,?,,X,؟,؟,PUNCT,n/a,,,n/a,d001.s031.t010,,,,,,,
d001.s032.t001,Alimta,alimta,N,آلیمتا,آلیمتا,NOUN,bn:00602447n,1,,Pemetrexed is a chemotherapy drug manufactured and marketed by Eli Lilly and Company.,d001.s032.t001,,,,,,,
d001.s032.t002,increased,increase,V,افزایش,افزایش,NOUN,bn:00089667v,1,,Make bigger or more,d001.s032.t011,,,,,,,
d001.s032.t003,the,,X,بقای,بقا,"NOUN,EZ",n/a,,,n/a,d001.s032.t003,,,,,,,
d001.s032.t004,survival,survival,N,بقای,بقا,"NOUN,EZ",bn:00030811n,1,,A state of surviving; remaining alive,d001.s032.t003,,,,,,,
d001.s032.t005,time,time,N,زمان,زمان,"NOUN,EZ",bn:00077268n,1,,An indefinite period (usually marked by specific attributes or activities),d001.s032.t002,,,,,,,
d001.s032.t006,of,,X,,,,n/a,,,n/a,,,,,,,,
d001.s032.t007,patients,patient,N,بیماران,بیمار,"NOUN,EZ",bn:00061017n,1,,A person who requires medical care,d001.s032.t004,,,,,,,
d001.s032.t008,with,,X,به,به,ADP,n/a,,,n/a,d001.s032.t006,,,,,,,
d001.s032.t009,malignant,malignant,J,مبتلا➕بدخیم,مبتلا➕بدخیم,"ADJ➕ADJ,EZ",bn:00106363a,0,,Dangerous to health; characterized by progressive and uncontrolled growth (especially of a tumor),d001.s032.t005➕d001.s032.t008,Partially correct: بدخیم,,,wn:02594714a,dangerous to health; characterized by progressive and uncontrolled growth (especially of a tumor),,
d001.s032.t010,pleural,pleural,J,مزوتلیومای➕پلور,مزوتلیومای➕پلور,"NOUN,EZ➕NOUN",bn:00108692a,0,,Of or relating to the pleura or the walls of the thorax,d001.s032.t007➕d001.s032.t009,Partially correct: پلور,,,wn:02947653a,of or relating to the pleura or the walls of the thorax,,
d001.s032.t011,mesothelioma,mesothelioma,N,مزوتلیومای➕پلور,مزوتلیومای➕پلور,"NOUN,EZ➕NOUN",bn:00054512n,0,,A form of carcinoma of the mesothelium lining lungs or abdomen or heart; usually associated with exposure to asbestos dust,d001.s032.t007➕d001.s032.t009,Partially correct: مزوتلیومای,,,wn:14251435n,a form of carcinoma of the mesothelium lining lungs or abdomen or heart; usually associated with exposure to asbestos dust,,
d001.s032.t012,.,,X,.,.,PUNCT,n/a,,,n/a,d001.s032.t013,,,,,,,
d001.s033.t001,Patients,patient,N,بیمارانی,بیمارانی,NOUN,bn:00061017n,1,,A person who requires medical care,d001.s033.t001,,,,,,,
d001.s033.t002,receiving,receive,V,دریافت,دریافت,NOUN,bn:00087863v,1,,Go through (mental or physical states or experiences),d001.s033.t007,,,,,,,
d001.s033.t003,Alimta,alimta,N,آلیمتا,آلیمتا,NOUN,bn:00602447n,1,,Pemetrexed is a chemotherapy drug manufactured and marketed by Eli Lilly and Company.,d001.s033.t003,,,,,,,
d001.s033.t004,and,,X,و,و,CCONJ,n/a,,,n/a,d001.s033.t004,,,,,,,
d001.s033.t005,cisplatin,cisplatin,N,سیس➕پلاتین,سیس➕پلاتین,NOUN➕NOUN,bn:00577781n,1,,Cisplatin is a chemotherapy medication used to treat a number of cancers.,d001.s033.t005➕d001.s033.t006,,,,,,,
d001.s033.t006,survived,survive,V,ماندند,ماند#مان,VERB,bn:00085382v,0,,"Continue in existence after (an adversity, etc.)",d001.s033.t017,زنده ➕ ماند#مان,,,wn:02618149v; wn:02619924v; wn:02616713v; wn:02619739v,"continue to live through hardship or adversity; continue in existence after (an adversity, etc.); support oneself; live longer than",,
d001.s033.t007,for,,X,کردند,کرد#کن,VERB,n/a,,,n/a,d001.s033.t008,,,,,,,
d001.s033.t008,an,,X,به,به,ADP,n/a,,,n/a,d001.s033.t009,,,,,,,
d001.s033.t009,average,average,N,متوسط,متوسط,ADJ,bn:00054001n,1,,An average of n numbers computed by adding some function of the numbers and dividing by some function of n,d001.s033.t011,,,,,,,
d001.s033.t010,of,,X,,,,n/a,,,n/a,,,,,,,,
d001.s033.t011,12.1,,X,۱۲➕۱,۱۲➕۱,NUM➕NUM,n/a,,,n/a,d001.s033.t012➕d001.s033.t014,,,,,,,
d001.s033.t012,months,month,N,ماه,ماه,NOUN,bn:00055794n,1,,A time unit of approximately 30 days,d001.s033.t015,,,,,,,
d001.s033.t013,",",,X,٫➕،,٫➕،,NOUN➕PUNCT,n/a,,,n/a,d001.s033.t013➕d001.s033.t018,,,,,,,
d001.s033.t014,compared,compare,V,حالی,حالی,NOUN,bn:00085450v,0,,Examine and note the similarities or differences of,d001.s033.t020,,,,wn:00652900v; wn:02729632v; wn:00653620v; wn:00982779v,"examine and note the similarities or differences of; be comparable; consider or describe as similar, equal, or analogous; to form the comparative or superlative form on an adjective or adverb",,
d001.s033.t015,with,,X,که,که,SCONJ,n/a,,,n/a,d001.s033.t021,,,,,,,
d001.s033.t016,9.3,,X,۹➕۳,۹➕۳,NUM➕NUM,n/a,,,n/a,d001.s033.t034➕d001.s033.t036,,,,,,,
d001.s033.t017,months,month,N,ماه,ماه,NOUN,bn:00055794n,1,,A time unit of approximately 30 days,d001.s033.t037,,,,,,,
d001.s033.t018,in,,X,در,در,ADP,n/a,,,n/a,d001.s033.t024,,,,,,,
d001.s033.t019,those,,X,بیمارانی,بیمارانی,NOUN,n/a,,,n/a,d001.s033.t025,,,,,,,
d001.s033.t020,receiving,receive,V,دریافت,دریافت,NOUN,n/a,,,n/a,d001.s033.t031,,bn:00088208v;bn:00066489n;bn:00061505n;bn:00021432n;bn:00021433n;bn:00026631n;bn:00089891v;bn:00089246v;bn:00066490n;bn:00046275n;bn:02578196n,"Receive a specified treatment (abstract)	;The act of receiving	;Becoming aware of something via the senses	;An ability to understand the meaning or importance of something (or the knowledge acquired as a result)	;The relation of comprising something	;The perception that something has occurred or some state exists	;Express willingness to have in one's home or environs	;Get something; come into possession of	;An acknowledgment (usually tangible) that payment has been made	;An event that is a beginning; a first part or stage of subsequent events	;A get or gett is a divorce document in Jewish religious law, which must be presented by a husband to his wife to effectuate their divorce.",,,,
d001.s033.t021,cisplatin,cisplatin,N,سیس➕پلاتین,سیس➕پلاتین,NOUN➕NOUN,bn:00577781n,1,,Cisplatin is a chemotherapy medication used to treat a number of cancers.,d001.s033.t029➕d001.s033.t030,,,,,,,
d001.s033.t022,alone,alone,R,تنهایی,تنهایی,"NOUN,EZ",bn:00114235r,1,,Without anybody else or anything else,d001.s033.t028,,,,,,,
d001.s033.t023,.,,X,.,.,PUNCT,n/a,,,n/a,d001.s033.t039,,,,,,,
d001.s034.t001,In,,X,در,در,ADP,n/a,,,n/a,d001.s034.t001,,,,,,,
d001.s034.t002,the,,X,,,,n/a,,,n/a,,,,,,,,
d001.s034.t003,treatment,treatment,N,درمان,درمان,"NOUN,EZ",bn:00047235n,1,,Care provided to improve a situation (especially medical procedures or applications that are intended to relieve illness or injury),d001.s034.t002,,,,,,,
d001.s034.t004,of,,X,به,به,ADP,n/a,,,n/a,d001.s034.t005,,,,,,,
d001.s034.t005,patients,patient,N,بیماران,بیمار,"NOUN,EZ",bn:00061017n,1,,A person who requires medical care,d001.s034.t003,,,,,,,
d001.s034.t006,with,,X,مبتلا,مبتلا,ADJ,n/a,,,n/a,d001.s034.t004,,,,,,,
d001.s034.t007,non-small,non-small,J,ریه➕غیر➕کوچک,ریه➕غیر➕کوچک,"NOUN,EZ➕NOUN,EZ➕ADJ",n/a,,,n/a,d001.s034.t007➕d001.s034.t009➕d001.s034.t010,,,,,,,
d001.s034.t008,cell,cell,N,سلول,سلول,"NOUN,EZ",bn:00017027n,1,,(biology) the basic structural and functional unit of all organisms; they may exist as independent units of life (as in monads) or may form colonies or tissues as in higher plants and animals,d001.s034.t008,,,,,,,
d001.s034.t009,lung,lung,N,ریه,ریه,"NOUN,EZ",bn:00052341n,1,,Either of two saclike respiratory organs in the chest of vertebrates; serves to remove carbon dioxide and provide oxygen to the blood,d001.s034.t007,,,,,,,
d001.s034.t010,cancer,cancer,N,سرطان,سرطان,"NOUN,EZ",bn:00015180n,1,,Any malignant growth or tumor caused by abnormal and uncontrolled cell division; it may spread to other parts of the body through the lymphatic system or the blood stream,d001.s034.t006,,,,,,,
d001.s034.t011,",",,X,،,،,PUNCT,n/a,,,n/a,d001.s034.t011,,,,,,,
d001.s034.t012,Alimta,alimta,N,Alimta,Alimta,NOUN,bn:00602447n,1,,Pemetrexed is a chemotherapy drug manufactured and marketed by Eli Lilly and Company.,d001.s034.t012,,,,,,,
d001.s034.t013,was,be,V,بود,بود#است,VERB,n/a,,,n/a,d001.s034.t018,,,,,,,
d001.s034.t014,as,as,R,به,به,ADP,bn:00114354r,1,,To the same degree (often followed by `as'),d001.s034.t013,,,,,,,
d001.s034.t015,effective,effective,J,موثر,موثر,ADJ,bn:00102038a,1,,Producing or capable of producing an intended result or having a striking effect-LewisMumford,d001.s034.t017,,,,,,,
d001.s034.t016,as,as,R,اندازه,اندازه,"NOUN,EZ",bn:00114354r,1,,To the same degree (often followed by `as'),d001.s034.t014,correct with doubt. ,,,,,,
d001.s034.t017,the,,X,کننده‌ها,کننده,NOUN,n/a,,,n/a,d001.s034.t016,,,,,,,
d001.s034.t018,comparators,comparator,N,مقایسه➕کننده‌ها,مقایسه➕کننده,"NOUN,EZ➕NOUN",n/a,,,n/a,d001.s034.t015➕d001.s034.t016,,,,,,,
d001.s034.t019,.,,X,.,.,PUNCT,n/a,,,n/a,d001.s034.t019,,,,,,,
d001.s035.t001,In,,X,در,در,ADP,n/a,,,n/a,d001.s035.t001,,,,,,,
d001.s035.t002,patients,patient,N,بیمارانی,بیمارانی,NOUN,bn:00061017n,1,,A person who requires medical care,d001.s035.t002,,,,,,,
d001.s035.t003,who,,X,که,که,SCONJ,n/a,,,n/a,d001.s035.t003,,,,,,,
d001.s035.t004,had,have,V,کرده_بودند,کرد#کن,VERB,n/a,,,n/a,d001.s035.t008,,,,,,,
d001.s035.t005,received,receive,V,دریافت,دریافت,NOUN,bn:00087863v,1,,Go through (mental or physical states or experiences),d001.s035.t007,,,,,,,
d001.s035.t006,chemotherapy,chemotherapy,N,شیمی‌درمانی,شیمی‌درمانی,NOUN,bn:00018141n,1,,The use of chemical agents to treat or control disease (or mental illness),d001.s035.t006,,,,,,,
d001.s035.t007,in,,X,در,در,ADP,n/a,,,n/a,d001.s035.t004,,,,,,,
d001.s035.t008,the,,X,,,,n/a,,,n/a,,,,,,,,
d001.s035.t009,past,past,N,گذشته,گذشته,"NOUN,EZ",bn:00060927n,1,,The time that has elapsed,d001.s035.t005,,,,,,,
d001.s035.t010,",",,X,،,،,PUNCT,n/a,,,n/a,d001.s035.t009,,,,,,,
d001.s035.t011,the,,X,,,,n/a,,,n/a,,,,,,,,
d001.s035.t012,average,average,J,میانگین,میانگین,"NOUN,EZ",bn:00097854a,1,,Approximating the statistical norm or average or expected value,d001.s035.t010,,,,,,,
d001.s035.t013,survival,survival,N,بقا,بقا,NOUN,bn:00030811n,1,,A state of surviving; remaining alive,d001.s035.t012,,,,,,,
d001.s035.t014,time,time,N,زمان,زمان,"NOUN,EZ",bn:00077268n,1,,An indefinite period (usually marked by specific attributes or activities),d001.s035.t011,,,,,,,
d001.s035.t015,was,be,V,بود,بود#است,VERB,n/a,,,n/a,d001.s035.t028,,,,,,,
d001.s035.t016,8.3,,X,۸➕۳,۸➕۳,NUM➕NUM,n/a,,,n/a,d001.s035.t015➕d001.s035.t017,,,,,,,
d001.s035.t017,months,month,N,ماه,ماه,NOUN,bn:00055794n,1,,A time unit of approximately 30 days,d001.s035.t018,,,,,,,
d001.s035.t018,with,,X,با,با,ADP,n/a,,,n/a,d001.s035.t013,,,,,,,
d001.s035.t019,Alimta,alimta,N,آلیمتا,آلیمتا,NOUN,bn:00602447n,1,,Pemetrexed is a chemotherapy drug manufactured and marketed by Eli Lilly and Company.,d001.s035.t014,,,,,,,
d001.s035.t020,",",,X,٫➕در,٫➕در,NOUN➕ADP,n/a,,,n/a,d001.s035.t016➕d001.s035.t019,,,,,,,
d001.s035.t021,compared,compare,V,مقایسه,مقایسه,NOUN,bn:00085450v,1,,Examine and note the similarities or differences of,d001.s035.t020,,,,,,,
d001.s035.t022,with,,X,با,با,ADP,n/a,,,n/a,d001.s035.t021,,,,,,,
d001.s035.t023,7.9,,X,۷➕۹,۷➕۹,NUM➕NUM,n/a,,,n/a,d001.s035.t022➕d001.s035.t024,,,,,,,
d001.s035.t024,months,month,N,ماه,ماه,NOUN,bn:00055794n,1,,A time unit of approximately 30 days,d001.s035.t025,,,,,,,
d001.s035.t025,with,,X,با,با,ADP,n/a,,,n/a,d001.s035.t026,,,,,,,
d001.s035.t026,docetaxel,docetaxel,N,دوستاکسل,دوستاکسل,NOUN,bn:01537207n,1,,"Docetaxel, sold under the brand name Taxotere among others, is a chemotherapy medication used to treat a number of types of cancer.",d001.s035.t027,,,,,,,
d001.s035.t027,.,,X,.,.,PUNCT,n/a,,,n/a,d001.s035.t029,,,,,,,
d001.s036.t001,In,,X,در,در,ADP,n/a,,,n/a,d001.s036.t001,,,,,,,
d001.s036.t002,patients,patient,N,بیمارانی,بیمارانی,NOUN,bn:00061017n,1,,A person who requires medical care,d001.s036.t002,,,,,,,
d001.s036.t003,who,,X,که,که,SCONJ,n/a,,,n/a,d001.s036.t003,,,,,,,
d001.s036.t004,had,have,V,نکرده_بودند,کرد#کن,VERB,n/a,,,n/a,d001.s036.t008,,,,,,,
d001.s036.t005,not,not,R,نکرده_بودند,کرد#کن,VERB,bn:00116360r,1,,Negation of a word or group of words,d001.s036.t008,,,,,,,
d001.s036.t006,received,receive,V,دریافت,دریافت,NOUN,bn:00087863v,1,,Go through (mental or physical states or experiences),d001.s036.t007,,,,,,,
d001.s036.t007,chemotherapy,chemotherapy,N,شیمی‌درمانی,شیمی‌درمانی,NOUN,bn:00018141n,1,,The use of chemical agents to treat or control disease (or mental illness),d001.s036.t006,,,,,,,
d001.s036.t008,in,,X,در,در,ADP,n/a,,,n/a,d001.s036.t004,,,,,,,
d001.s036.t009,the,,X,,,,n/a,,,n/a,,,,,,,,
d001.s036.t010,past,past,N,گذشته,گذشته,"NOUN,EZ",bn:00060927n,1,,The time that has elapsed,d001.s036.t005,,,,,,,
d001.s036.t011,",",,X,،➕٫,،➕٫,PUNCT➕NOUN,n/a,,,n/a,d001.s036.t009➕d001.s036.t018,,,,,,,
d001.s036.t012,the,,X,بیمارانی,بیمارانی,NOUN,n/a,,,n/a,d001.s036.t002,,,,,,,
d001.s036.t013,average,average,J,میانگین,میانگین,"NOUN,EZ",bn:00097854a,1,,Approximating the statistical norm or average or expected value,d001.s036.t010,,,,,,,
d001.s036.t014,survival,survival,N,بقا,بقا,NOUN,bn:00030811n,1,,A state of surviving; remaining alive,d001.s036.t012,,,,,,,
d001.s036.t015,time,time,N,زمان,زمان,"NOUN,EZ",bn:00077268n,1,,An indefinite period (usually marked by specific attributes or activities),d001.s036.t011,,,,,,,
d001.s036.t016,was,be,V,بود,بود#است,VERB,n/a,,,n/a,d001.s036.t021,,,,,,,
d001.s036.t017,10.3,,X,۱۰➕۳,۱۰➕۳,NUM➕NUM,n/a,,,n/a,d001.s036.t017➕d001.s036.t019,,,,,,,
d001.s036.t018,months,month,N,ماه,ماه,NOUN,bn:00055794n,1,,A time unit of approximately 30 days,d001.s036.t020,,,,,,,
d001.s036.t019,in,,X,در,در,ADP,n/a,,,n/a,d001.s036.t013,,,,,,,
d001.s036.t020,both,,X,دو,دو,NUM,n/a,,,n/a,d001.s036.t015,,,,,,,
d001.s036.t021,groups,group,N,گروه,گروه,"NOUN,EZ",bn:00041942n,1,,Any number of entities (members) considered as a unit,d001.s036.t016,,,,,,,
d001.s036.t022,.,,X,.,.,PUNCT,n/a,,,n/a,d001.s036.t022,,,,,,,
d001.s037.t001,However,however,R,حال,حال,NOUN,bn:00114627r,0,,(contrastive) from another point of view,d001.s037.t003,,,,wn:00027384r; wn:00028797r; wn:00028578r; wn:00028424r,despite anything to the contrary (usually following a concession); by contrast; on the other hand; to whatever degree or extent; in whatever way or manner,,
d001.s037.t002,",",,X,،➕،,،➕،,PUNCT➕PUNCT,n/a,,,n/a,d001.s037.t004➕d001.s037.t021,,,,,,,
d001.s037.t003,in,,X,در,در,ADP,n/a,,,n/a,d001.s037.t005,,,,,,,
d001.s037.t004,both,,X,هر,هر,DET,n/a,,,n/a,d001.s037.t006,,,,,,,
d001.s037.t005,studies,study,N,مطالعه,مطالعه,NOUN,bn:00074790n,1,,A detailed critical inspection,d001.s037.t008,,,,,,,
d001.s037.t006,",",,X,،➕،,،➕،,PUNCT➕PUNCT,n/a,,,n/a,d001.s037.t009➕d001.s037.t026,,,,,,,
d001.s037.t007,patients,patient,N,بیمارانی,بیمارانی,NOUN,bn:00061017n,1,,A person who requires medical care,d001.s037.t010,,,,,,,
d001.s037.t008,whose,,X,که,که,SCONJ,n/a,,,n/a,d001.s037.t011,,,,,,,
d001.s037.t009,cancer,cancer,N,سرطان,سرطان,"NOUN,EZ",bn:00015180n,1,,Any malignant growth or tumor caused by abnormal and uncontrolled cell division; it may spread to other parts of the body through the lymphatic system or the blood stream,d001.s037.t012,,,,,,,
d001.s037.t010,was,be,V,نداده_بود,داد#ده,VERB,n/a,,,n/a,d001.s037.t020,,,,,,,
d001.s037.t011,not,not,R,نداده_بود,داد#ده,VERB,bn:00116360r,1,,Negation of a word or group of words,d001.s037.t020,,,,,,,
d001.s037.t012,affecting,affect,V,تأثیر,تأثیر,"NOUN,EZ",bn:00082427v,1,,Act physically on; have an effect upon,d001.s037.t018,,,,,,,
d001.s037.t013,squamous,squamous,J,سنگفرشی,سنگفرش,ADJ,n/a,,,n/a,d001.s037.t015,,bn:00101826a;bn:00034986n;bn:00020210n;bn:00061084n,Weak from exhaustion	;Flagstones collectively	;Rectangular paving stone with curved top; once used to make roads	;Walk consisting of a paved area for pedestrians; usually beside a street or roadway,,,,
d001.s037.t014,cells,cell,N,سلول‌های,سلول,"NOUN,EZ",bn:00017027n,1,,(biology) the basic structural and functional unit of all organisms; they may exist as independent units of life (as in monads) or may form colonies or tissues as in higher plants and animals,d001.s037.t014,,,,,,,
d001.s037.t015,had,have,V,داشتند,داشت#دار,VERB,bn:00088078v,1,,Have as a feature,d001.s037.t035,,,,,,,
d001.s037.t016,longer,long,J,طولانی‌تری,طولانی‌تری,ADJ,bn:00106124a,1,,Primarily temporal sense; being or indicating a relatively great or greater than average duration or passage of time or a duration as specified,d001.s037.t029,,,,,,,
d001.s037.t017,survival,survival,N,بقای,بقا,"NOUN,EZ",bn:00030811n,1,,A state of surviving; remaining alive,d001.s037.t028,,,,,,,
d001.s037.t018,times,time,N,زمان,زمان,"NOUN,EZ",bn:00077268n,1,,An indefinite period (usually marked by specific attributes or activities),d001.s037.t027,,,,,,,
d001.s037.t019,if,,X,صورت,صورت,"NOUN,EZ",n/a,,,n/a,d001.s037.t023,,,,,,,
d001.s037.t020,they,,X,آنها,آنها,PRON,n/a,,,n/a,d001.s037.t013,,,,,,,
d001.s037.t021,received,receive,V,دریافت,دریافت,"NOUN,EZ",n/a,,,n/a,d001.s037.t024,,bn:00088208v;bn:00066489n;bn:00061505n;bn:00021432n;bn:00021433n;bn:00026631n;bn:00089891v;bn:00089246v;bn:00066490n;bn:00046275n;bn:02578196n,"Receive a specified treatment (abstract)	;The act of receiving	;Becoming aware of something via the senses	;An ability to understand the meaning or importance of something (or the knowledge acquired as a result)	;The relation of comprising something	;The perception that something has occurred or some state exists	;Express willingness to have in one's home or environs	;Get something; come into possession of	;An acknowledgment (usually tangible) that payment has been made	;An event that is a beginning; a first part or stage of subsequent events	;A get or gett is a divorce document in Jewish religious law, which must be presented by a husband to his wife to effectuate their divorce.",,,,
d001.s037.t022,Alimta,alimta,N,Alimta,Alimta,NOUN,bn:00602447n,1,,Pemetrexed is a chemotherapy drug manufactured and marketed by Eli Lilly and Company.,d001.s037.t025,,,,,,,
d001.s037.t023,than,,X,نسبت,نسبت,NOUN,n/a,,,n/a,d001.s037.t030,,,,,,,
d001.s037.t024,if,,X,,,,n/a,,,n/a,,,,,,,,
d001.s037.t025,they,,X,,,,n/a,,,n/a,,,,,,,,
d001.s037.t026,received,receive,V,دریافت,دریافت,"NOUN,EZ",n/a,,,n/a,d001.s037.t032,,bn:00088208v;bn:00066489n;bn:00061505n;bn:00021432n;bn:00021433n;bn:00026631n;bn:00089891v;bn:00089246v;bn:00066490n;bn:00046275n;bn:02578196n,"Receive a specified treatment (abstract)	;The act of receiving	;Becoming aware of something via the senses	;An ability to understand the meaning or importance of something (or the knowledge acquired as a result)	;The relation of comprising something	;The perception that something has occurred or some state exists	;Express willingness to have in one's home or environs	;Get something; come into possession of	;An acknowledgment (usually tangible) that payment has been made	;An event that is a beginning; a first part or stage of subsequent events	;A get or gett is a divorce document in Jewish religious law, which must be presented by a husband to his wife to effectuate their divorce.",,,,
d001.s037.t027,the,,X,داروی,دارو,"NOUN,EZ",n/a,,,n/a,d001.s037.t033,,,,,,,
d001.s037.t028,comparator,comparator,N,مقایسه‌کننده,مقایسه‌کننده,ADJ,n/a,,,n/a,d001.s037.t034,,bn:03140715n,"In electronics, a comparator is a device that compares two voltages or currents and outputs a digital signal indicating which is larger.",,,,
d001.s037.t029,.,,X,.,.,PUNCT,n/a,,,n/a,d001.s037.t036,,,,,,,
d001.s038.t001,In,,X,در,در,ADP,n/a,,,n/a,d001.s038.t001,,,,,,,
d001.s038.t002,contrast,contrast,N,مقابل,مقابل,NOUN,bn:00022261n,1,,"The opposition or dissimilarity of things that are compared, ""by contrast""",d001.s038.t002,,,,,,,
d001.s038.t003,",",,X,،➕،,،➕،,PUNCT➕PUNCT,n/a,,,n/a,d001.s038.t003➕d001.s038.t020,,,,,,,
d001.s038.t004,patients,patient,N,بیمارانی,بیمارانی,NOUN,bn:00061017n,1,,A person who requires medical care,d001.s038.t004,,,,,,,
d001.s038.t005,whose,,X,که,که,SCONJ,n/a,,,n/a,d001.s038.t005,,,,,,,
d001.s038.t006,cancer,cancer,N,سرطان,سرطان,"NOUN,EZ",bn:00015180n,1,,Any malignant growth or tumor caused by abnormal and uncontrolled cell division; it may spread to other parts of the body through the lymphatic system or the blood stream,d001.s038.t006,,,,,,,
d001.s038.t007,was,be,V,داده_بود,داد#ده,VERB,n/a,,,n/a,d001.s038.t014,,,,,,,
d001.s038.t008,affecting,affect,V,تأثیر➕داده_بود,تأثیر➕داد#ده,NOUN➕VERB,bn:00082427v,1,,Act physically on; have an effect upon,d001.s038.t012➕d001.s038.t014,,,,,,,
d001.s038.t009,squamous,squamous,J,سنگفرشی,سنگفرش,ADJ,n/a,,,n/a,d001.s038.t009,,bn:00101826a;bn:00034986n;bn:00020210n;bn:00061084n,Weak from exhaustion	;Flagstones collectively	;Rectangular paving stone with curved top; once used to make roads	;Walk consisting of a paved area for pedestrians; usually beside a street or roadway,,,,
d001.s038.t010,cells,cell,N,سلول‌های,سلول,"NOUN,EZ",bn:00017027n,1,,(biology) the basic structural and functional unit of all organisms; they may exist as independent units of life (as in monads) or may form colonies or tissues as in higher plants and animals,d001.s038.t008,,,,,,,
d001.s038.t011,had,have,V,داشتند,داشت#دار,VERB,bn:00088078v,1,,Have as a feature,d001.s038.t024,,,,,,,
d001.s038.t012,shorter,short,J,کوتاه‌تری,کوتاه‌تری,ADJ,bn:00110561a,0,1,Primarily temporal sense; indicating or being or seeming to be limited in duration,d001.s038.t023,"Wrong Lemmatization, token is matched correctly.",,,wn:01442186a; wn:01436003a; wn:02386612a; wn:02336904s; wn:02006031a; wn:01444620a; wn:01444230a; wn:02337329s; wn:01896046s; wn:00709021s; wn:00640660s,primarily temporal sense; indicating or being or seeming to be limited in duration; (primarily spatial sense) having little length or lacking in length; low in stature; not tall; not sufficient to meet a need; (of memory) deficient in retentiveness or range; not holding securities or commodities that one sells in expectation of a fall in prices; of speech sounds or syllables of relatively short duration; less than the correct or legal or full amount often deliberately so; lacking foresight or scope; tending to crumble or break into flakes due to a large amount of shortening; marked by rude or peremptory shortness,,
d001.s038.t013,survival,survival,N,بقای,بقا,"NOUN,EZ",bn:00030811n,1,,A state of surviving; remaining alive,d001.s038.t022,,,,,,,
d001.s038.t014,times,time,N,زمان,زمان,"NOUN,EZ",bn:00077268n,1,,An indefinite period (usually marked by specific attributes or activities),d001.s038.t021,,,,,,,
d001.s038.t015,if,,X,صورت,صورت,"NOUN,EZ",n/a,,,n/a,d001.s038.t017,,,,,,,
d001.s038.t016,they,,X,آنها,آنها,PRON,n/a,,,n/a,d001.s038.t007,,,,,,,
d001.s038.t017,received,receive,V,دریافت,دریافت,"NOUN,EZ",n/a,,,n/a,d001.s038.t018,,bn:00088208v;bn:00066489n;bn:00061505n;bn:00021432n;bn:00021433n;bn:00026631n;bn:00089891v;bn:00089246v;bn:00066490n;bn:00046275n;bn:02578196n,"Receive a specified treatment (abstract)	;The act of receiving	;Becoming aware of something via the senses	;An ability to understand the meaning or importance of something (or the knowledge acquired as a result)	;The relation of comprising something	;The perception that something has occurred or some state exists	;Express willingness to have in one's home or environs	;Get something; come into possession of	;An acknowledgment (usually tangible) that payment has been made	;An event that is a beginning; a first part or stage of subsequent events	;A get or gett is a divorce document in Jewish religious law, which must be presented by a husband to his wife to effectuate their divorce.",,,,
d001.s038.t018,Alimta,alimta,N,Alimta,Alimta,NOUN,bn:00602447n,1,,Pemetrexed is a chemotherapy drug manufactured and marketed by Eli Lilly and Company.,d001.s038.t019,,,,,,,
d001.s038.t019,.,,X,.,.,PUNCT,n/a,1,,n/a,d001.s038.t025,,,,,,,
d002.s001.t001,kalgebra,kalgebra,N,kalgebra,kalgebra,NOUN,bn:08534138n,0,,n/a,d002.s001.t001,gloss not found,,,,,,
d002.s001.t002,is,be,V,است,است,VERB,n/a,,,n/a,d002.s001.t011,,,,,,,
d002.s001.t003,a,,X,یک,یک,NUM,n/a,,,n/a,d002.s001.t002,,,,,,,
d002.s001.t004,mathematical,mathematical,J,ریاضی,ریاضی,NOUN,bn:00106488a,1,,Of or pertaining to or of the nature of mathematics,d002.s001.t004,,,,,,,
