Start	Finish	BN Synset
es002.s036.t003	es002.s036.t003	bn:00081292n
es002.s036.t004	es002.s036.t004	bn:00020947n
es002.s037.t001	es002.s037.t001	bn:00051831n
es002.s038.t001	es002.s038.t001	bn:00020947n
es002.s038.t009	es002.s038.t009	bn:00090416v
es002.s038.t010	es002.s038.t010	bn:00049538n
es002.s039.t001	es002.s039.t001	bn:00082225v
es002.s039.t002	es002.s039.t002	bn:00020945n
es002.s039.t012	es002.s039.t012	bn:00114819r
es002.s039.t014	es002.s039.t014	bn:00021475n
es002.s040.t001	es002.s040.t001	bn:00107292a
es002.s040.t003	es002.s040.t005	bn:00050969n
es002.s041.t003	es002.s041.t003	bn:00020947n
es002.s041.t018	es002.s041.t018	bn:00093281v
es002.s042.t001	es002.s042.t003	bn:00093281v
es002.s042.t003	es002.s042.t003	bn:03751534n
es002.s042.t005	es002.s042.t005	bn:00020945n
es002.s042.t007	es002.s042.t007	bn:00096151a
es002.s042.t009	es002.s042.t009	bn:00092558v
es002.s043.t001	es002.s043.t001	bn:03628723n
es002.s043.t003	es002.s043.t003	bn:00084080v
es002.s043.t005	es002.s043.t005	bn:00021475n
es002.s044.t001	es002.s044.t001	bn:00093281v
es002.s044.t003	es002.s044.t003	bn:00051831n
es002.s044.t011	es002.s044.t011	bn:00020947n
es002.s044.t017	es002.s044.t017	bn:00068673n
es002.s046.t001	es002.s046.t001	bn:00065472n
es002.s046.t001	es002.s046.t004	bn:00084710v
es002.s046.t003	es002.s046.t003	bn:00020947n
es002.s047.t006	es002.s047.t006	bn:00115114r
es002.s047.t033	es002.s047.t033	bn:00021492n
es002.s048.t004	es002.s048.t004	bn:00088912v
es002.s048.t006	es002.s048.t008	bn:00041412n
es002.s048.t014	es002.s048.t014	bn:00082317v
es002.s048.t016	es002.s048.t016	bn:00036821n
es002.s049.t001	es002.s049.t001	bn:00114281r
es002.s049.t005	es002.s049.t005	bn:00036821n
es002.s049.t006	es002.s049.t006	bn:00076732n
es002.s049.t007	es002.s049.t007	bn:00012528n
es002.s049.t014	es002.s049.t014	bn:00095295v
es002.s050.t006	es002.s050.t006	bn:00036821n
es002.s050.t012	es002.s050.t012	bn:00086468v
es002.s050.t014	es002.s050.t014	bn:00112217a
es002.s051.t003	es002.s051.t003	bn:00087679v
es002.s051.t005	es002.s051.t005	bn:00041412n
es002.s051.t009	es002.s051.t009	bn:00099598a
es002.s052.t003	es002.s052.t003	bn:00090224v
es002.s052.t004	es002.s052.t004	bn:00110469a
es002.s052.t006	es002.s052.t006	bn:00079985n
es002.s052.t007	es002.s052.t014	bn:00041412n
es003.s002.t001	es003.s002.t001	bn:00082907v
es003.s002.t005	es003.s002.t005	bn:00060798n
es003.s002.t010	es003.s002.t010	bn:00099598a
es003.s002.t011	es003.s002.t011	bn:00072536n
es003.s002.t013	es003.s002.t013	bn:00047078n
es003.s002.t017	es003.s002.t017	bn:00086341v
es003.s002.t018	es003.s002.t018	bn:00047688n
es003.s002.t022	es003.s002.t022	bn:00036823n
es003.s002.t025	es003.s002.t025	bn:00099258a
es003.s002.t026	es003.s002.t036	bn:00001177n
es003.s002.t029	es003.s002.t029	bn:00089660v
es003.s002.t032	es003.s002.t032	bn:00001961n
es003.s002.t033	es003.s002.t033	bn:00109211a
es003.s002.t037	es003.s002.t037	bn:00110842a
es003.s002.t040	es003.s002.t040	bn:00001423n
es003.s002.t041	es003.s002.t041	bn:00021248n
es003.s002.t044	es003.s002.t044	bn:00113672a
es003.s002.t050	es003.s002.t050	bn:00079373n
es003.s003.t004	es003.s003.t004	bn:00114784r
es003.s003.t005	es003.s003.t005	bn:00016401n
es003.s003.t010	es003.s003.t010	bn:00007011n
es003.s003.t012	es003.s003.t012	bn:00089893v
es003.s003.t013	es003.s003.t013	bn:00116284r
es003.s003.t014	es003.s003.t014	bn:00062794n
es003.s003.t019	es003.s003.t019	bn:00079373n
es003.s003.t020	es003.s003.t020	bn:00102920a
es003.s003.t022	es003.s003.t022	bn:00030844n
es003.s003.t024	es003.s003.t024	bn:00064922n
es003.s003.t025	es003.s003.t025	bn:00070651n
es003.s003.t035	es003.s003.t035	bn:00070651n
es003.s004.t003	es003.s004.t003	bn:00058145n
es003.s004.t004	es003.s004.t004	bn:00114246r
es003.s004.t007	es003.s004.t007	bn:00027862n
es003.s004.t007	es003.s004.t007	bn:00101350a
es003.s004.t009	es003.s004.t011	bn:00036823n
es003.s004.t011	es003.s004.t011	bn:00091709v
es003.s004.t013	es003.s004.t013	bn:00009905n
es003.s005.t002	es003.s005.t002	bn:00036064n
es003.s005.t005	es003.s005.t005	bn:00115794r
es003.s005.t007	es003.s005.t007	bn:00021015n
es003.s005.t008	es003.s005.t008	bn:00102440a
es003.s005.t011	es003.s005.t011	bn:00055180n
es003.s005.t012	es003.s005.t012	bn:00110978a
es003.s005.t014	es003.s005.t014	bn:00001739n
es003.s005.t015	es003.s005.t015	bn:00110842a
es003.s005.t018	es003.s005.t018	bn:00109624a
es003.s005.t019	es003.s005.t019	bn:00007299n
es003.s005.t024	es003.s005.t024	bn:00021721n
es003.s005.t025	es003.s005.t025	bn:00102440a
es003.s005.t030	es003.s005.t030	bn:00032152n
es003.s005.t031	es003.s005.t031	bn:00110842a
es003.s005.t034	es003.s005.t034	bn:00106332a
es003.s005.t035	es003.s005.t035	bn:00017557n
es003.s005.t038	es003.s005.t038	bn:00070651n
es003.s005.t039	es003.s005.t039	bn:00109211a
es003.s005.t041	es003.s005.t041	bn:00009905n
es003.s006.t002	es003.s006.t002	bn:00036064n
es003.s006.t003	es003.s006.t003	bn:00084099v
es003.s006.t004	es003.s006.t004	bn:00116085r
es003.s006.t007	es003.s006.t007	bn:00027912n
es003.s006.t009	es003.s006.t009	bn:00064665n
es003.s006.t012	es003.s006.t012	bn:00067181n
es003.s006.t013	es003.s006.t013	bn:00100121a
es003.s006.t018	es003.s006.t018	bn:00082720v
es003.s006.t021	es003.s006.t021	bn:00032425n
es003.s006.t023	es003.s006.t023	bn:00030844n
es003.s006.t024	es003.s006.t024	bn:00101412a
es003.s006.t026	es003.s006.t026	bn:00089511v
es003.s006.t028	es003.s006.t028	bn:00014138n
es003.s006.t030	es003.s006.t030	bn:00089667v
es003.s006.t033	es003.s006.t033	bn:00037027n
es003.s007.t002	es003.s007.t002	bn:00074790n
es003.s007.t004	es003.s007.t004	bn:00083141v
es003.s007.t007	es003.s007.t007	bn:00047238n
es003.s007.t008	es003.s007.t008	bn:00108489a
es003.s007.t010	es003.s007.t010	bn:00110401a
es003.s007.t011	es003.s007.t014	bn:00036837n
es003.s007.t015	es003.s007.t015	bn:00110842a
es003.s007.t021	es003.s007.t021	bn:00047203n
es003.s007.t024	es003.s007.t024	bn:00001423n
es003.s007.t025	es003.s007.t025	bn:00107136a
es003.s007.t027	es003.s007.t027	bn:00095923a
es003.s007.t028	es003.s007.t028	bn:00011771n
es003.s007.t029	es003.s007.t029	bn:00102440a
es003.s008.t002	es003.s008.t002	bn:00046575n
es003.s008.t003	es003.s008.t008	bn:00008412n
es003.s008.t004	es003.s008.t004	bn:00002936n
es003.s008.t007	es003.s008.t007	bn:00070206n
es003.s008.t010	es003.s008.t010	bn:00089660v
es003.s008.t011	es003.s008.t011	bn:00114246r
es003.s008.t015	es003.s008.t015	bn:00070206n
es003.s008.t016	es003.s008.t016	bn:00104680a
es003.s009.t003	es003.s009.t003	bn:00073170n
es003.s009.t006	es003.s009.t006	bn:00021721n
es003.s009.t007	es003.s009.t008	bn:00032152n
es003.s009.t009	es003.s009.t009	bn:00110842a
es003.s009.t012	es003.s009.t012	bn:00050521n
es003.s009.t014	es003.s009.t014	bn:00067808n
es003.s009.t019	es003.s009.t020	bn:00011651n
es003.s009.t022	es003.s009.t022	bn:00030625n
es003.s009.t024	es003.s009.t024	bn:00025569n
es003.s009.t025	es003.s009.t025	bn:00104995a
es003.s009.t027	es003.s009.t027	bn:00001738n
es003.s009.t028	es003.s009.t028	bn:00110842a
es003.s009.t031	es003.s009.t031	bn:00021015n
es003.s009.t032	es003.s009.t032	bn:00102440a
es003.s009.t036	es003.s009.t036	bn:00021015n
es003.s009.t039	es003.s009.t039	bn:03359468n
es003.s009.t043	es003.s009.t043	bn:00034004n
es003.s009.t045	es003.s009.t045	bn:00060708n
es003.s009.t046	es003.s009.t046	bn:00102440a
es003.s009.t050	es003.s009.t052	bn:00079435n
es003.s009.t054	es003.s009.t054	bn:00060708n
es003.s009.t055	es003.s009.t055	bn:00102440a
es003.s009.t059	es003.s009.t059	bn:00021015n
es003.s009.t060	es003.s009.t060	bn:00102001a
es003.s009.t062	es003.s009.t062	bn:00110842a
es003.s010.t003	es003.s010.t003	bn:00067181n
es003.s010.t004	es003.s010.t004	bn:00107136a
es003.s010.t006	es003.s010.t006	bn:00085499v
es003.s010.t011	es003.s010.t014	bn:00034797n
es003.s010.t014	es003.s010.t014	bn:00090234v
es003.s010.t015	es003.s010.t015	bn:00061054n
es003.s010.t017	es003.s010.t017	bn:00063329n
es003.s010.t019	es003.s010.t019	bn:00082573v
es003.s010.t022	es003.s010.t029	bn:00030933n
es003.s010.t025	es003.s010.t025	bn:00041853n
es003.s010.t028	es003.s010.t028	bn:00026695n
es003.s010.t031	es003.s010.t031	bn:00082449v
es003.s010.t032	es003.s010.t032	bn:00081593n
es003.s010.t036	es003.s010.t036	bn:00051760n
es003.s010.t038	es003.s010.t038	bn:00014138n
es003.s010.t042	es003.s010.t042	bn:00021248n
es003.s011.t002	es003.s011.t002	bn:00084931v
es003.s011.t006	es003.s011.t013	bn:00034797n
es003.s011.t009	es003.s011.t009	bn:00011771n
es003.s011.t017	es003.s011.t017	bn:00074790n
es003.s011.t019	es003.s011.t019	bn:00016401n
es003.s011.t020	es003.s011.t020	bn:00026418n
es003.s012.t003	es003.s012.t003	bn:00074790n
es003.s012.t005	es003.s012.t005	bn:00016401n
es003.s012.t008	es003.s012.t008	bn:00082596v
es003.s012.t010	es003.s012.t010	bn:00007783n
es003.s012.t013	es003.s012.t013	bn:00034797n
es003.s012.t016	es003.s012.t016	bn:00030709n
es003.s012.t019	es003.s012.t019	bn:00061054n
es003.s012.t021	es003.s012.t021	bn:00030626n
es003.s012.t025	es003.s012.t025	bn:00001423n
es003.s012.t030	es003.s012.t030	bn:00082720v
es003.s012.t032	es003.s012.t032	bn:00037022n
es003.s012.t034	es003.s012.t034	bn:00048242n
es003.s013.t003	es003.s013.t003	bn:00082906v
es003.s013.t004	es003.s013.t004	bn:00114246r
es003.s013.t005	es003.s013.t009	bn:00080113n
es003.s013.t007	es003.s013.t007	bn:00047238n
es003.s013.t010	es003.s013.t010	bn:00099258a
es003.s013.t012	es003.s013.t012	bn:00035770n
es003.s014.t002	es003.s014.t002	bn:00074790n
es003.s014.t003	es003.s014.t003	bn:00107136a
es003.s014.t004	es003.s014.t004	bn:00085670v
es003.s014.t005	es003.s014.t005	bn:00008790n
es003.s014.t009	es003.s014.t009	bn:00067181n
es003.s014.t010	es003.s014.t010	bn:00102440a
es003.s014.t015	es003.s014.t015	bn:00094713v
es003.s014.t017	es003.s014.t018	bn:00061054n
es003.s014.t018	es003.s014.t018	bn:00108083a
es003.s015.t002	es003.s015.t002	bn:00067181n
es003.s015.t005	es003.s015.t005	bn:00016401n
es003.s015.t005	es003.s015.t005	bn:00012059n
es003.s015.t007	es003.s015.t007	bn:00034797n
es003.s015.t009	es003.s015.t009	bn:00084099v
es003.s015.t014	es003.s015.t014	bn:00084692v
es003.s015.t021	es003.s015.t021	bn:00021721n
es003.s015.t024	es003.s015.t024	bn:00082779v
es003.s015.t027	es003.s015.t027	bn:00007406n
es003.s016.t002	es003.s016.t002	bn:00036064n
es003.s016.t004	es003.s016.t004	bn:00082486v
es003.s016.t005	es003.s016.t005	bn:00087137v
es003.s016.t007	es003.s016.t009	bn:00017761n
es003.s016.t010	es003.s016.t010	bn:00008714n
es003.s016.t014	es003.s016.t014	bn:00001936n
es003.s016.t018	es003.s016.t018	bn:00030933n
es003.s016.t020	es003.s016.t020	bn:00041853n
es003.s016.t023	es003.s016.t023	bn:00082596v
es003.s016.t025	es003.s016.t025	bn:00016850n
es003.s017.t002	es003.s017.t002	bn:00082596v
es003.s017.t003	es003.s017.t003	bn:00114246r
es003.s017.t005	es003.s017.t010	bn:00061746n
es003.s017.t011	es003.s017.t011	bn:00110842a
es003.s017.t013	es003.s017.t013	bn:00086761v
es003.s017.t014	es003.s017.t014	bn:00102398a
es003.s017.t015	es003.s017.t015	bn:00007020n
es003.s017.t018	es003.s017.t018	bn:00064776n
es003.s017.t020	es003.s017.t020	bn:00088783v
es003.s017.t022	es003.s017.t022	bn:00008714n
es003.s018.t002	es003.s018.t003	bn:00117283r
es003.s018.t006	es003.s018.t006	bn:00064665n
es003.s018.t009	es003.s018.t009	bn:00082720v
es003.s018.t010	es003.s018.t011	bn:00034797n
es003.s018.t014	es003.s018.t014	bn:00070206n
es003.s018.t015	es003.s018.t015	bn:00109211a
es003.s018.t017	es003.s018.t017	bn:00104973a
es003.s018.t021	es003.s018.t021	bn:00008714n
es003.s018.t023	es003.s018.t023	bn:00115235r
es003.s018.t026	es003.s018.t026	bn:00081593n
es003.s018.t027	es003.s018.t027	bn:00096644a
es003.s019.t002	es003.s019.t002	bn:00064665n
es003.s019.t005	es003.s019.t005	bn:00090460v
es003.s019.t006	es003.s019.t006	bn:00003132n
es003.s019.t009	es003.s019.t009	bn:00067456n
es003.s019.t010	es003.s019.t010	bn:00101935a
es003.s019.t010	es003.s019.t013	bn:00066743n
es003.s019.t016	es003.s019.t016	bn:00083240v
es003.s019.t017	es003.s019.t018	bn:00114714r
es003.s019.t021	es003.s019.t021	bn:00044396n
es003.s019.t024	es003.s019.t024	bn:00092717v
es003.s019.t027	es003.s019.t027	bn:00092953v
es003.s019.t031	es003.s019.t031	bn:00081593n
es003.s019.t032	es003.s019.t032	bn:00096644a
es003.s020.t001	es003.s020.t001	bn:00082596v
es003.s020.t006	es003.s020.t006	bn:00082868v
es003.s020.t008	es003.s020.t008	bn:00037634n
es003.s020.t011	es003.s020.t011	bn:00100762a
es003.s020.t011	es003.s020.t011	bn:00007781n
es003.s020.t014	es003.s020.t014	bn:00081593n
es003.s020.t017	es003.s020.t017	bn:00027538n
es003.s020.t022	es003.s020.t022	bn:00001936n
es003.s021.t002	es003.s021.t002	bn:00064665n
es003.s021.t003	es003.s021.t005	bn:00085648v
es003.s021.t011	es003.s021.t012	bn:00034797n
es003.s021.t016	es003.s021.t016	bn:00001936n
es003.s021.t019	es003.s021.t019	bn:00027538n
es003.s021.t022	es003.s021.t022	bn:00005513n
es003.s021.t023	es003.s021.t023	bn:00109998a
es003.s021.t023	es003.s021.t030	bn:00021286n
es003.s021.t027	es003.s021.t027	bn:00106773a
es004.s001.t002	es004.s001.t002	bn:00109211a
es004.s001.t003	es004.s001.t003	bn:00067181n
es004.s001.t005	es004.s001.t005	bn:00075142n
es004.s002.t001	es004.s002.t001	bn:00087869v
es004.s002.t006	es004.s002.t006	bn:00064584n
es004.s004.t002	es004.s004.t002	bn:00085499v
es004.s004.t003	es004.s004.t003	bn:00923812n
es004.s005.t002	es004.s005.t002	bn:00088078v
es004.s005.t004	es004.s005.t004	bn:00052222n
es004.s005.t012	es004.s005.t012	bn:00032604n
es004.s005.t013	es004.s005.t013	bn:00089157v
es004.s005.t016	es004.s005.t016	bn:00023645n
es004.s006.t002	es004.s006.t002	bn:00052222n
es004.s006.t002	es004.s006.t019	bn:00923812n
es004.s006.t005	es004.s006.t005	bn:00090663v
es004.s006.t006	es004.s006.t006	bn:03463336n
es004.s006.t007	es004.s006.t007	bn:00051872n
es004.s006.t011	es004.s006.t019	bn:00003603n
es004.s006.t014	es004.s006.t014	bn:00032604n
es004.s006.t022	es004.s006.t022	bn:00032604n
es004.s007.t002	es004.s007.t002	bn:00923812n
es004.s007.t002	es004.s007.t002	bn:00082705v
es004.s008.t004	es004.s008.t004	bn:00082787v
es004.s008.t005	es004.s008.t005	bn:00923812n
es004.s009.t003	es004.s009.t003	bn:00015267n
es004.s009.t004	es004.s009.t004	bn:00018141n
es004.s009.t004	es004.s009.t004	bn:00088454v
es004.s009.t008	es004.s009.t008	bn:00083115v
es004.s009.t008	es004.s009.t008	bn:00083115v
es004.s010.t002	es004.s010.t002	bn:00082705v
es004.s010.t010	es004.s010.t010	bn:00027565n
es004.s010.t012	es004.s010.t012	bn:00114246r
es004.s010.t014	es004.s010.t014	bn:00054018n
es004.s010.t017	es004.s010.t017	bn:00923812n
es004.s010.t017	es004.s010.t017	bn:00047235n
es004.s010.t019	es004.s010.t019	bn:00046787n
es004.s010.t023	es004.s010.t023	bn:00047235n
es004.s010.t032	es004.s010.t032	bn:00046787n
es004.s011.t004	es004.s011.t004	bn:00088826v
es004.s011.t009	es004.s011.t009	bn:00002178n
es004.s011.t016	es004.s011.t016	bn:00923812n
es004.s013.t002	es004.s013.t002	bn:00083622v
es004.s013.t002	es004.s013.t002	bn:00082285v
es004.s013.t003	es004.s013.t003	bn:00923812n
es004.s014.t001	es004.s014.t001	bn:00923812n
es004.s014.t002	es004.s014.t003	bn:00082596v
es004.s015.t002	es004.s015.t002	bn:00034394n
es004.s015.t004	es004.s015.t004	bn:00074790n
es004.s015.t009	es004.s015.t009	bn:00923812n
es004.s016.t003	es004.s016.t003	bn:00083245v
es004.s016.t008	es004.s016.t008	bn:00074790n
es004.s017.t002	es004.s017.t002	bn:00102038a
es004.s017.t004	es004.s017.t004	bn:00083245v
es004.s017.t005	es004.s017.t005	bn:00923812n
es004.s017.t006	es004.s017.t006	bn:00021961n
es004.s017.t008	es004.s017.t008	bn:00074790n
es004.s018.t005	es004.s018.t005	bn:00004222n
es004.s018.t011	es004.s018.t011	bn:00083347v
es004.s018.t014	es004.s018.t014	bn:00046787n
es004.s018.t019	es004.s018.t019	bn:00027565n
es004.s018.t026	es004.s018.t026	bn:00052222n
es004.s018.t026	es004.s018.t026	bn:00052222n
es004.s019.t002	es004.s019.t002	bn:00047235n
es004.s019.t005	es004.s019.t005	bn:00015267n
es004.s019.t009	es004.s019.t009	bn:00082365v
es004.s019.t012	es004.s019.t012	bn:00059954n
es004.s020.t001	es004.s020.t001	bn:00114246r
es004.s020.t005	es004.s020.t005	bn:00047235n
es004.s020.t010	es004.s020.t010	bn:00082336v
es004.s020.t012	es004.s020.t012	bn:00027565n
es004.s020.t014	es004.s020.t014	bn:00113583a
es004.s021.t002	es004.s021.t002	bn:00030747n
es004.s021.t004	es004.s021.t004	bn:00923812n
es004.s022.t001	es004.s022.t001	bn:00101795a
es004.s022.t004	es004.s022.t004	bn:00114634r
es004.s022.t005	es004.s022.t005	bn:00095008v
es004.s022.t007	es004.s022.t007	bn:00923812n
es004.s023.t004	es004.s023.t004	bn:00046516n
es004.s023.t006	es004.s023.t006	bn:00042049n
es004.s024.t002	es004.s024.t002	bn:00030747n
es004.s024.t002	es004.s024.t008	bn:00923812n
es004.s024.t004	es004.s024.t004	bn:00083187v
es004.s024.t006	es004.s024.t006	bn:00044382n
es004.s024.t010	es004.s024.t010	bn:00116360r
