es001.s036.t012	es001.s036.t012	bn:00097854a						
es001.s036.t014	es001.s036.t014	bn:00030811n	bn:00075436n	bn:03155178n				
es001.s036.t018	es001.s036.t018	bn:00055794n	wiki:mes					
es001.s036.t021	es001.s036.t021	bn:00041942n	bn:00072536n	wiki:grupo_social				
es001.s037.t001	es001.s037.t001	bn:00114216r						
es001.s037.t004	es001.s037.t004	bn:00061017n	wiki:paciente					
es001.s037.t007	es001.s037.t007	bn:00030952n	bn:00067181n	bn:00074790n	wiki:informe			
es001.s037.t009	es001.s037.t009	bn:00015180n	wiki:cáncer					
es001.s037.t011	es001.s037.t011	bn:00082426v	bn:00082427v					
es001.s037.t014	es001.s037.t014	bn:00017027n	wiki:célula					
es001.s037.t014	es001.s037.t015	bn:00073708n	bn:08363874n	wiki:células_escamosas	wiki:epitelio_escamoso_estratificado			
es001.s037.t016	es001.s037.t016	bn:00087013v	bn:00088078v					
es001.s037.t018	es001.s037.t018	bn:00098342a						
es001.s037.t019	es001.s037.t019	bn:00077268n						
es001.s037.t021	es001.s037.t021	bn:00030811n	bn:00075436n	bn:03155178n				
es001.s037.t023	es001.s037.t023	bn:00089246v						
es001.s037.t024	es001.s037.t024	bn:00602447n						
es001.s037.t027	es001.s037.t027	bn:00089246v						
es001.s037.t029	es001.s037.t029	bn:00031708n	bn:00054128n	bn:00061887n	wiki:medicamento	wiki:prescripción_(medicina)		
es001.s037.t031	es001.s037.t031	bn:00021297n	bn:00021303n					
es001.s038.t001	es001.s038.t001	bn:00114842r						
es001.s038.t004	es001.s038.t004	bn:00061017n	wiki:paciente					
es001.s038.t006	es001.s038.t006	bn:00015180n	wiki:cáncer					
es001.s038.t008	es001.s038.t008	bn:00082426v	bn:00082427v					
es001.s038.t011	es001.s038.t011	bn:00017027n	wiki:célula					
es001.s038.t011	es001.s038.t012	bn:00073708n	bn:08363874n	wiki:células_escamosas	wiki:epitelio_escamoso_estratificado			
es001.s038.t013	es001.s038.t013	bn:00087013v	bn:00088078v					
es001.s038.t014	es001.s038.t014	bn:00077268n						
es001.s038.t016	es001.s038.t016	bn:00030811n	bn:00075436n	bn:03155178n				
es001.s038.t017	es001.s038.t017	bn:00116284r						
es001.s038.t018	es001.s038.t018	bn:00098854a	bn:00102300a					
es001.s038.t022	es001.s038.t022	bn:00084532v	bn:00087136v					
es001.s038.t024	es001.s038.t024	bn:00602447n						
es002.s001.t001	es002.s001.t001	bn:08534138n						
es002.s001.t004	es002.s001.t004	bn:03466887n	wiki:calculadora_(windows)					
es002.s001.t005	es002.s001.t005	bn:00106488a	bn:00106489a					
es002.s001.t006	es002.s001.t006	bn:00083141v						
es002.s001.t009	es002.s001.t009	bn:00064652n	wiki:lenguaje_de_programación					
es002.s001.t009	es002.s001.t011	bn:00053492n	wiki:lenguaje_de_marcado					
es002.s001.t012	es002.s001.t012	bn:03313895n	wiki:mathml					
es002.s002.t001	es002.s002.t001	bn:00114905r	bn:00116382r					
es002.s002.t001	es002.s002.t003	bn:00058218n	wiki:presente_(tiempo)					
es002.s002.t005	es002.s002.t005	bn:00096151a	bn:00111427a					
es002.s002.t007	es002.s002.t007	bn:00082225v	bn:00082311v	bn:00087107v	bn:00087108v			
es002.s002.t008	es002.s002.t008	bn:00053826n	bn:00059128n	wiki:operación_matemática				
es002.s002.t009	es002.s002.t009	bn:00102111a						
es002.s002.t011	es002.s002.t011	bn:00097495a						
es002.s002.t013	es002.s002.t013	bn:00106117a						
es002.s002.t015	es002.s002.t015	bn:00082705v						
es002.s002.t016	es002.s002.t016	bn:03313895n	wiki:mathml					
es002.s002.t019	es002.s002.t019	bn:00089839v						
es002.s002.t021	es002.s002.t021	bn:00017904n	bn:00041412n	wiki:diagrama	wiki:gráfica_de_una_función			
es002.s002.t025	es002.s002.t026	bn:00076958n	bn:03099624n	wiki:dimensión_de_un_espacio_vectorial	wiki:tridimensional			
es002.s002.t026	es002.s002.t026	bn:00027152n	bn:03099624n	wiki:dimensión_de_un_espacio_vectorial				
es002.s003.t003	es002.s003.t003	bn:00107182a	bn:00107194a					
es002.s003.t004	es002.s003.t004	bn:00090141v	bn:00090143v					
es002.s003.t005	es002.s003.t005	bn:03313895n	wiki:mathml					
es002.s003.t007	es002.s003.t007	bn:00082705v	bn:00095474v					
es002.s003.t008	es002.s003.t008	bn:08534138n						
es002.s004.t001	es002.s004.t001	bn:08534138n						
es002.s004.t004	es002.s004.t004	bn:03466887n	wiki:calculadora_(windows)					
es002.s004.t004	es002.s004.t005	bn:02710162n	wiki:calculadora_gráfica					
es002.s004.t005	es002.s004.t005	bn:00103741a						
es002.s004.t006	es002.s004.t006	bn:00083141v						
es002.s004.t008	es002.s004.t008	bn:03313895n	wiki:mathml					
es002.s005.t004	es002.s005.t004	bn:00009632n	bn:00009633n					
es002.s005.t006	es002.s005.t006	bn:00091199v						
es002.s005.t008	es002.s005.t008	bn:03313895n	wiki:mathml					
es002.s005.t010	es002.s005.t010	bn:00114119r	bn:00114905r					
es002.s005.t013	es002.s005.t013	bn:00082705v	bn:00095474v					
es002.s005.t016	es002.s005.t016	bn:00023661n	bn:00046516n	wiki:alma_en_pena	wiki:individuo	wiki:persona		
es002.s005.t019	es002.s005.t019	bn:00089240v						
es002.s005.t021	es002.s005.t021	bn:00020452n	bn:00030716n	wiki:aprendizaje	wiki:conocimiento			
es002.s005.t022	es002.s005.t022	bn:00106488a	bn:00106489a					
es002.s006.t001	es002.s006.t001	bn:00115639r	bn:00115640r					
es002.s006.t003	es002.s006.t003	bn:00086611v	bn:00093682v					
es002.s006.t008	es002.s006.t008	bn:00081292n	wiki:ventana_(informática)					
es002.s006.t009	es002.s006.t009	bn:00098086a	bn:00099598a	bn:00106332a				
es002.s006.t011	es002.s006.t011	bn:08534138n						
es002.s007.t001	es002.s007.t001	bn:00081292n	wiki:ventana_(informática)					
es002.s007.t002	es002.s007.t002	bn:00098086a	bn:00099598a	bn:00106332a				
es002.s007.t004	es002.s007.t004	bn:08534138n						
es002.s008.t002	es002.s008.t002	bn:00081292n	wiki:ventana_(informática)					
es002.s008.t003	es002.s008.t003	bn:00098086a	bn:00099598a	bn:00106332a				
es002.s008.t005	es002.s008.t005	bn:08534138n						
es002.s008.t006	es002.s008.t006	bn:00085498v						
es002.s008.t009	es002.s008.t009	bn:00120018n	wiki:navegación_por_pestañas					
es002.s008.t011	es002.s008.t011	bn:00020949n	wiki:línea_de_comandos					
es002.s008.t013	es002.s008.t013	bn:00017904n	bn:00041412n	wiki:diagrama	wiki:gráfica_de_una_función			
es002.s008.t014	es002.s008.t014	bn:00780722n	wiki:bidimensional					
es002.s008.t016	es002.s008.t016	bn:00017904n	bn:00041412n	wiki:diagrama	wiki:gráfica_de_una_función			
es002.s008.t017	es002.s008.t017	bn:00076958n	wiki:tridimensional					
es002.s008.t019	es002.s008.t019	bn:00026967n	wiki:diccionario					
es002.s009.t003	es002.s009.t003	bn:00120018n	wiki:navegación_por_pestañas					
es002.s009.t004	es002.s009.t004	bn:00082811v	bn:00084231v	bn:00086708v	bn:00088204v			
es002.s009.t006	es002.s009.t006	bn:00034274n	wiki:campo_(informática)					
es002.s009.t008	es002.s009.t008	bn:00031062n	bn:04599439n	wiki:entrada				
es002.s009.t011	es002.s009.t011	bn:00087594v	bn:00089861v					
es002.s009.t013	es002.s009.t013	bn:00036821n	wiki:función_matemática					
es002.s009.t015	es002.s009.t015	bn:00082225v	bn:00087107v	bn:00087108v				
es002.s009.t017	es002.s009.t017	bn:00014688n	bn:00014689n	wiki:cuenta_(matemáticas)				
es002.s010.t002	es002.s010.t002	bn:00092443v	bn:00095375v					
es002.s010.t004	es002.s010.t004	bn:00088629v						
es002.s010.t007	es002.s010.t007	bn:00082723v	bn:00095375v					
es002.s010.t011	es002.s010.t011	bn:00087594v	bn:00089861v					
es002.s010.t014	es002.s010.t014	bn:00084785v	bn:00085761v					
es002.s010.t016	es002.s010.t016	bn:03313895n	wiki:mathml					
es002.s010.t021	es002.s010.t021	bn:00107182a	bn:00107194a					
es002.s010.t022	es002.s010.t022	bn:00090141v	bn:00090143v					
es002.s010.t023	es002.s010.t023	bn:03313895n	wiki:mathml					
es002.s011.t002	es002.s011.t002	bn:00083141v						
es002.s011.t004	es002.s011.t004	bn:02561609n						
es002.s011.t007	es002.s011.t007	bn:00021164n	bn:00070499n	wiki:sentido_común				
es002.s011.t007	es002.s011.t008	bn:00021164n	wiki:sentido_común					
es002.s011.t008	es002.s011.t008	bn:00100090a	bn:00100091a	bn:00100095a				
es002.s011.t015	es002.s011.t015	bn:00097717a						
es002.s012.t003	es002.s012.t003	bn:00114246r						
es002.s012.t007	es002.s012.t007	bn:02561609n						
es002.s012.t009	es002.s012.t009	bn:03857246n	wiki:maxima					
es002.s012.t011	es002.s012.t011	bn:03668936n	wiki:maple_(software)					
es002.s012.t017	es002.s012.t017	bn:00115300r	bn:00116789r					
es002.s012.t018	es002.s012.t018	bn:00096782a	bn:00105977a	bn:00110647a				
es002.s013.t006	es002.s013.t006	bn:00001296n	wiki:suma	wiki:sumatorio				
es002.s013.t008	es002.s013.t008	bn:00055233n	wiki:resta	wiki:signos_más_y_menos				
es002.s013.t010	es002.s013.t010	bn:00056300n	wiki:multiplicación					
es002.s013.t012	es002.s013.t012	bn:00027919n	wiki:división_(matemática)					
es002.s014.t005	es002.s014.t005	bn:00032355n	bn:00032362n	wiki:potenciación				
es002.s014.t008	es002.s014.t008	bn:00082705v	bn:00095474v					
es002.s014.t013	es002.s014.t013	bn:00001965n						
es002.s015.t001	es002.s015.t001	bn:00114246r	bn:00116128r					
es002.s015.t004	es002.s015.t004	bn:00082705v	bn:00095474v					
es002.s015.t006	es002.s015.t006	bn:00017752n	bn:09438926n	wiki:grafema				
es002.s015.t007	es002.s015.t007	bn:02529895n	bn:02574237n	wiki:unicode	wiki:utf-8			
es002.s016.t002	es002.s016.t002	bn:00032355n	bn:00032362n	wiki:potenciación				
es002.s016.t004	es002.s016.t004	bn:00114246r						
es002.s016.t006	es002.s016.t006	bn:00001965n	bn:00016529n	bn:00033729n				
es002.s016.t008	es002.s016.t008	bn:00087895v						
es002.s016.t009	es002.s016.t009	bn:00068247n						
es002.s017.t003	es002.s017.t003	bn:00082536v						
es002.s017.t004	es002.s017.t004	bn:00082858v	bn:00086464v	bn:00086468v				
es002.s017.t006	es002.s017.t006	bn:00079581n	bn:00079583n	wiki:variable	wiki:variable_(programación)			
es002.s017.t007	es002.s017.t007	bn:00083798v						
es002.s017.t010	es002.s017.t010	bn:00036821n	wiki:función_matemática					
es002.s018.t005	es002.s018.t005	bn:00082705v	bn:00095474v					
es002.s018.t007	es002.s018.t007	bn:00086464v	bn:00086468v					
es002.s018.t009	es002.s018.t009	bn:00064072n						
es002.s019.t005	es002.s019.t005	bn:00060753n						
es002.s019.t005	es002.s019.t006	bn:00060753n						
es002.s019.t006	es002.s019.t006	bn:00111596a						
es002.s019.t007	es002.s019.t007	bn:00082811v	bn:00086708v	bn:00088204v				
es002.s019.t009	es002.s019.t009	bn:00036821n	wiki:función_matemática					
es002.s019.t011	es002.s019.t011	bn:00084848v	bn:00086567v					
es002.s019.t018	es002.s019.t018	bn:00059141n	bn:03744320n	wiki:operador				
es002.s020.t006	es002.s020.t006	bn:00087116v	bn:00092034v					
es002.s020.t009	es002.s020.t009	bn:00059141n	bn:03744320n	wiki:operador				
es002.s020.t016	es002.s020.t016	bn:00087116v	bn:00092034v					
es002.s020.t019	es002.s020.t019	bn:00036821n	wiki:función_matemática					
es002.s020.t021	es002.s020.t021	bn:00079373n	wiki:usuario_(informática)					
es002.s021.t005	es002.s021.t005	bn:00082705v	bn:00095474v					
es002.s021.t007	es002.s021.t007	bn:00086464v	bn:00086466v					
es002.s021.t009	es002.s021.t009	bn:00079508n						
es002.s021.t012	es002.s021.t012	bn:00079581n	bn:00079583n	wiki:variable	wiki:variable_(programación)			
es002.s022.t003	es002.s022.t003	bn:00025928n	wiki:definición					
es002.s022.t005	es002.s022.t005	bn:00021645n						
es002.s022.t007	es002.s022.t007	bn:00036821n	wiki:función_matemática					
es002.s022.t008	es002.s022.t008	bn:00086466v						
es002.s022.t010	es002.s022.t010	bn:03132721n	wiki:función_definida_a_trozos					
es002.s023.t001	es002.s023.t001	bn:00082536v						
es002.s023.t002	es002.s023.t002	bn:00086464v	bn:00086466v					
es002.s023.t003	es002.s023.t003	bn:00053826n	bn:00059128n	wiki:operación_matemática				
es002.s023.t004	es002.s023.t004	bn:00100214a						
es002.s023.t006	es002.s023.t006	bn:08534138n						
es002.s024.t004	es002.s024.t004	bn:00021645n						
es002.s024.t007	es002.s024.t007	bn:00071529n	bn:00075652n	wiki:signo_lingüístico	wiki:símbolo			
es002.s024.t012	es002.s024.t012	bn:08534138n						
es002.s024.t013	es002.s024.t013	bn:00082705v						
es002.s024.t015	es002.s024.t015	bn:00021645n						
es002.s024.t019	es002.s024.t019	bn:00112146a						
es002.s024.t023	es002.s024.t023	bn:00082811v	bn:00084231v	bn:00086708v	bn:00088204v			
es002.s024.t025	es002.s024.t025	bn:00071529n	bn:00075652n	wiki:signo_lingüístico	wiki:símbolo			
es002.s024.t031	es002.s024.t031	bn:00021645n						
es002.s024.t033	es002.s024.t033	bn:00085649v						
es002.s024.t037	es002.s024.t037	bn:00100203a	bn:00102969a	bn:00105739a	bn:00105740a			
es002.s024.t038	es002.s024.t038	bn:00032099n						
es002.s025.t005	es002.s025.t005	bn:00082705v						
es002.s025.t007	es002.s025.t007	bn:00086466v						
es002.s025.t009	es002.s025.t009	bn:03305154n						
es002.s026.t002	es002.s026.t002	bn:00115300r	bn:00116789r					
es002.s026.t003	es002.s026.t003	bn:00104094a	bn:00113455a	bn:00113456a				
es002.s026.t006	es002.s026.t006	bn:00077267n	bn:00077269n					
es002.s026.t008	es002.s026.t008	bn:00095823v						
es002.s026.t010	es002.s026.t010	bn:00036821n	wiki:función_matemática					
es002.s026.t011	es002.s026.t011	bn:00086464v	bn:00086466v					
es002.s026.t013	es002.s026.t013	bn:03132721n	wiki:función_definida_a_trozos					
es002.s027.t001	es002.s027.t001	bn:00114424r	bn:00116383r					
es002.s027.t003	es002.s027.t003	bn:00082821v	bn:00092261v	bn:00092265v				
es002.s027.t007	es002.s027.t007	bn:00079373n	bn:01322530n	wiki:usuario_(informática)				
es002.s027.t008	es002.s027.t008	bn:00085522v						
es002.s027.t010	es002.s027.t010	bn:03313895n	wiki:mathml					
es002.s028.t002	es002.s028.t002	bn:00004451n						
es002.s028.t004	es002.s028.t004	bn:00101973a	bn:00102052a					
es002.s028.t009	es002.s028.t009	bn:00082225v	bn:00082311v	bn:00087107v	bn:00087108v			
es002.s028.t010	es002.s028.t010	bn:00053826n	wiki:operación_matemática					
es002.s028.t012	es002.s028.t012	bn:00036821n	wiki:función_matemática					
es002.s028.t016	es002.s028.t016	bn:00071709n	wiki:seno_(trigonometría)					
es002.s028.t021	es002.s028.t021	bn:00036821n	wiki:función_matemática					
es002.s028.t021	es002.s028.t022	bn:00019189n	wiki:función_trigonométrica					
es002.s028.t025	es002.s028.t025	bn:00001296n	wiki:suma	wiki:sumatorio				
es002.s028.t027	es002.s028.t027	bn:00053827n	wiki:productorio					
es002.s029.t002	es002.s029.t002	bn:00085860v	bn:00089815v					
es002.s029.t004	es002.s029.t004	bn:00035907n	bn:00078798n					
es002.s029.t004	es002.s029.t006	bn:03403506n						
es002.s029.t006	es002.s029.t006	bn:00036821n	wiki:función_matemática					
es002.s030.t002	es002.s030.t002	bn:00082705v						
es002.s030.t003	es002.s030.t003	bn:00001296n	wiki:suma	wiki:sumatorio				
es002.s030.t005	es002.s030.t005	bn:00053827n	wiki:productorio					
es002.s030.t008	es002.s030.t008	bn:00076924n						
es002.s030.t011	es002.s030.t011	bn:00082477v	bn:00085591v					
es002.s030.t013	es002.s030.t013	bn:00059141n	bn:03744320n	wiki:operador				
es002.s031.t002	es002.s031.t002	bn:00020949n	wiki:línea_de_comandos					
es002.s031.t004	es002.s031.t004	bn:08534138n						
es002.s031.t006	es002.s031.t006	bn:00114354r						
es002.s031.t007	es002.s031.t007	bn:00104094a	bn:00113455a	bn:00113456a				
es002.s031.t010	es002.s031.t010	bn:03466887n	wiki:calculadora_(windows)					
es002.s032.t001	es002.s032.t001	bn:00115639r	bn:00116504r					
es002.s032.t002	es002.s032.t002	bn:00088078v	bn:00089240v					
es002.s032.t004	es002.s032.t004	bn:00051508n						
es002.s032.t007	es002.s032.t007	bn:00079581n	bn:00079583n	wiki:variable	wiki:variable_(programación)			
es002.s033.t004	es002.s033.t004	bn:00019848n						
es002.s033.t011	es002.s033.t011	bn:00082691v						
es002.s033.t018	es002.s033.t018	bn:00084772v						
es002.s033.t020	es002.s033.t020	bn:00079508n						
es002.s033.t024	es002.s033.t024	bn:00001965n						
es002.s033.t026	es002.s033.t026	bn:00088310v						
es002.s034.t002	es002.s034.t002	bn:00087594v	bn:00089861v					
es002.s034.t004	es002.s034.t004	bn:00032395n	bn:03834028n	wiki:expresión_(informática)	wiki:fórmula_(expresión)			
es002.s034.t007	es002.s034.t007	bn:00079508n						
es002.s034.t010	es002.s034.t010	bn:00079581n	bn:00079583n	wiki:variable	wiki:variable_(programación)			
es002.s034.t014	es002.s034.t014	bn:00082553v	bn:00084772v					
es002.s034.t016	es002.s034.t016	bn:00092850v						
es002.s034.t018	es002.s034.t018	bn:00105739a	bn:00105740a					
es002.s034.t019	es002.s034.t019	bn:00034520n						
es002.s035.t001	es002.s035.t001	bn:00020947n	wiki:comando_(tecla)	wiki:control_(tecla)				
es002.s035.t002	es002.s035.t002	bn:00056688n	wiki:n					
es002.s037.t001	es002.s037.t001	bn:00020947n	wiki:comando_(tecla)	wiki:control_(tecla)				
es002.s037.t002	es002.s037.t002	bn:00049538n	wiki:l					
es002.s038.t001	es002.s038.t001	bn:00087107v	bn:00087823v					
es002.s038.t003	es002.s038.t003	bn:00020945n	wiki:comando_(informática)					
es002.s038.t006	es002.s038.t006	bn:00021475n	wiki:archivo_(informática)					
es002.s038.t008	es002.s038.t008	bn:00001965n						
es002.s038.t009	es002.s038.t009	bn:00100306a						
es002.s039.t002	es002.s039.t002	bn:00104094a	bn:00113455a	bn:00113456a				
es002.s039.t006	es002.s039.t006	bn:00086682v	bn:00086684v					
es002.s039.t008	es002.s039.t008	bn:00086466v						
es002.s039.t010	es002.s039.t010	bn:00050969n	wiki:biblioteca_(informática)					
es002.s039.t012	es002.s039.t012	bn:00092914v	bn:00092915v					
es002.s039.t014	es002.s039.t014	bn:00062309n	bn:00081568n					
es002.s039.t015	es002.s039.t015	bn:00097192a	bn:00108909a					
es002.s040.t001	es002.s040.t001	bn:00020947n	wiki:comando_(tecla)	wiki:control_(tecla)				
es002.s040.t002	es002.s040.t002	bn:00036962n	wiki:g					
es002.s040.t003	es002.s040.t003	bn:00090043v						
es002.s041.t001	es002.s041.t001	bn:00090043v						
es002.s041.t003	es002.s041.t003	bn:00020945n	wiki:comando_(informática)					
es002.s041.t006	es002.s041.t006	bn:00087594v	bn:00089861v					
es002.s041.t009	es002.s041.t009	bn:00083341v	bn:00088761v					
es002.s041.t011	es002.s041.t011	bn:03751534n						
es002.s042.t001	es002.s042.t001	bn:00084080v	bn:00086009v					
es002.s042.t003	es002.s042.t003	bn:00021475n	wiki:archivo_(informática)					
es002.s042.t003	es002.s042.t005	bn:00028018n	wiki:documento_de_texto					
es002.s042.t005	es002.s042.t005	bn:00076732n						
es002.s042.t008	es002.s042.t008	bn:00082357v	bn:00082575v	bn:00085831v				
es002.s042.t009	es002.s042.t009	bn:00082705v						
es002.s042.t011	es002.s042.t011	bn:00029775n	bn:00076736n	wiki:editor_de_texto				
es002.s042.t011	es002.s042.t013	bn:00076736n	wiki:editor_de_texto					
es002.s042.t013	es002.s042.t013	bn:00076732n						
es002.s042.t015	es002.s042.t015	bn:00115147r						
es002.s042.t016	es002.s042.t016	bn:03628723n	wiki:kate					
es002.s043.t001	es002.s043.t001	bn:00020947n	wiki:comando_(tecla)	wiki:control_(tecla)				
es002.s043.t002	es002.s043.t002	bn:00068673n	wiki:s					
es002.s043.t003	es002.s043.t003	bn:00090043v						
es002.s044.t001	es002.s044.t001	bn:00090043v						
es002.s044.t007	es002.s044.t007	bn:00034520n						
es002.s044.t010	es002.s044.t010	bn:00021475n	wiki:archivo_(informática)					
es002.s044.t011	es002.s044.t011	bn:00045087n	wiki:html					
es002.s044.t014	es002.s044.t014	bn:00089639v	bn:00092025v					
es002.s044.t016	es002.s044.t016	bn:00092023v						
es002.s045.t001	es002.s045.t001	bn:00020947n	wiki:comando_(tecla)	wiki:control_(tecla)				
es002.s045.t002	es002.s045.t002	bn:00065472n	wiki:q					
es002.s045.t003	es002.s045.t003	bn:03500215n						
es002.s046.t001	es002.s046.t001	bn:00085164v						
es002.s046.t003	es002.s046.t003	bn:00021492n	wiki:programa_informático					
es002.s047.t002	es002.s047.t002	bn:00082317v	bn:00082324v					
es002.s047.t004	es002.s047.t004	bn:00103741a						
es002.s047.t005	es002.s047.t005	bn:00780722n	wiki:bidimensional					
es002.s047.t007	es002.s047.t007	bn:08534138n						
es002.s047.t017	es002.s047.t017	bn:00120018n	wiki:navegación_por_pestañas					
es002.s047.t018	es002.s047.t018	bn:00103741a						
es002.s047.t019	es002.s047.t019	bn:00780722n	wiki:bidimensional					
es002.s047.t021	es002.s047.t021	bn:00115639r	bn:00116504r					
es002.s047.t024	es002.s047.t024	bn:00120018n	wiki:navegación_por_pestañas					
es002.s047.t025	es002.s047.t025	bn:00082317v	bn:03181108n					
es002.s047.t029	es002.s047.t029	bn:00082536v						
es002.s047.t030	es002.s047.t030	bn:00082317v	bn:00082324v					
es002.s047.t032	es002.s047.t032	bn:00107270a						
es002.s047.t033	es002.s047.t033	bn:00036821n	wiki:función_matemática					
es002.s048.t004	es002.s048.t004	bn:00086600v						
es002.s048.t006	es002.s048.t006	bn:00017904n	wiki:diagrama					
es002.s048.t008	es002.s048.t008	bn:00076732n						
es002.s048.t010	es002.s048.t010	bn:00031062n	bn:04599439n	wiki:entrada				
es002.s048.t014	es002.s048.t014	bn:00087594v	bn:00089861v					
es002.s048.t016	es002.s048.t016	bn:00036821n	wiki:función_matemática					
es002.s049.t002	es002.s049.t002	bn:00086682v	bn:00091028v					
es002.s049.t003	es002.s049.t003	bn:00082705v						
es002.s049.t005	es002.s049.t005	bn:00036821n	wiki:función_matemática					
es002.s049.t006	es002.s049.t006	bn:00036821n	wiki:función_matemática					
es002.s049.t007	es002.s049.t007	bn:00102148a	bn:00112216a					
es002.s049.t011	es002.s049.t011	bn:00107182a	bn:00107194a					
es002.s049.t014	es002.s049.t014	bn:00086464v	bn:00086468v	bn:00091452v				
es002.s050.t003	es002.s050.t003	bn:00087594v	bn:00089861v					
es002.s050.t005	es002.s050.t005	bn:00036821n	wiki:función_matemática					
es002.s050.t009	es002.s050.t009	bn:03843242n	wiki:botón_(informática)					
es002.s050.t010	es002.s050.t010	bn:00082199v	bn:00082476v					
es002.s050.t012	es002.s050.t012	bn:00086525v	bn:00087238v					
es002.s050.t014	es002.s050.t014	bn:00017904n	bn:00041412n	wiki:diagrama	wiki:gráfica_de_una_función			
es002.s050.t017	es002.s050.t017	bn:00081292n	wiki:ventana_(informática)					
es002.s050.t018	es002.s050.t018	bn:00098086a	bn:00099598a	bn:00106332a				
es002.s051.t002	es002.s051.t002	bn:00108829a	bn:00108830a					
es002.s051.t003	es002.s051.t003	bn:00086525v	bn:00087238v					
es002.s051.t005	es002.s051.t005	bn:00017904n	bn:00041412n	wiki:diagrama	wiki:gráfica_de_una_función			
es002.s051.t008	es002.s051.t008	bn:00110075a						
es002.s051.t009	es002.s051.t009	bn:00079985n						
es002.s052.t003	es002.s052.t003	bn:00082705v						
es002.s052.t004	es002.s052.t004	bn:00114626r						
es002.s052.t006	es002.s052.t006	bn:03843242n	wiki:botón_(informática)					
es002.s052.t007	es002.s052.t007	bn:00082317v	bn:03181108n					
es002.s052.t010	es002.s052.t010	bn:00086708v	bn:00088204v					
es002.s052.t013	es002.s052.t013	bn:01622345n						
es002.s052.t014	es002.s052.t014	bn:00051508n						
es002.s053.t002	es002.s053.t002	bn:00082316v	bn:00082359v					
es002.s053.t004	es002.s053.t004	bn:00020726n	wiki:color					
es002.s053.t007	es002.s053.t007	bn:00017904n	bn:00041412n	wiki:diagrama	wiki:gráfica_de_una_función			
es003.s001.t002	es003.s001.t002	bn:00036064n	bn:00061947n	bn:00366263n	wiki:fundación_(derecho)			
es003.s001.t004	es003.s001.t004	bn:00089817v						
es003.s001.t005	es003.s001.t005	bn:00116085r						
es003.s001.t008	es003.s001.t008	bn:00059482n						
es003.s001.t011	es003.s001.t011	bn:00021721n	bn:00021723n	bn:00022333n	wiki:conferencia			
es003.s001.t014	es003.s001.t014	bn:00100676a	bn:00101009a					
es003.s001.t015	es003.s001.t015	bn:00017557n						
es003.s002.t001	es003.s002.t001	bn:00082907v						
es003.s002.t002	es003.s002.t002	bn:00116285r						
es003.s002.t005	es003.s002.t005	bn:00060798n						
es003.s002.t007	es003.s002.t007	bn:00009652n	bn:00067192n					
es003.s002.t010	es003.s002.t010	bn:00098086a	bn:00105809a	bn:00106332a	bn:00106334a			
es003.s002.t011	es003.s002.t011	bn:00041942n	bn:00072536n	wiki:grupo_social				
es003.s002.t011	es003.s002.t013	bn:00047082n	bn:08287525n	wiki:grupo_de_interés	wiki:grupo_de_presión			
es003.s002.t013	es003.s002.t013	bn:00021556n						
es003.s002.t017	es003.s002.t017	bn:00086342v	bn:00086942v					
es003.s002.t018	es003.s002.t018	bn:00001734n	bn:00043267n	bn:00047688n	bn:00047690n			
es003.s002.t022	es003.s002.t022	bn:00036823n	bn:00068130n	wiki:rol_social				
es003.s002.t025	es003.s002.t025	bn:00098086a	bn:00105809a	bn:00106332a	bn:00106334a			
es003.s002.t026	es003.s002.t026	bn:00001973n	bn:00001976n					
es003.s002.t032	es003.s002.t032	bn:00001961n	bn:00007293n	bn:00007299n	wiki:autoridad	wiki:gobierno	wiki:oficina	wiki:régimen_político
es003.s002.t033	es003.s002.t033	bn:00109211a	bn:00109212a					
es003.s002.t036	es003.s002.t036	bn:00047116n	bn:01232531n					
es003.s002.t036	es003.s002.t037	bn:01623772n						
es003.s002.t037	es003.s002.t037	bn:00110842a	bn:00110843a					
es003.s002.t040	es003.s002.t040	bn:00001423n	bn:00059480n	wiki:organización				
es003.s002.t040	es003.s002.t041	bn:00170328n						
es003.s002.t041	es003.s002.t041	bn:00100102a						
es003.s002.t044	es003.s002.t044	bn:02438777n	wiki:voluntariado					
es003.s002.t046	es003.s002.t046	bn:00114134r	bn:00114246r	bn:00115484r				
es003.s002.t049	es003.s002.t049	bn:00096707a						
es003.s002.t050	es003.s002.t050	bn:00079373n	bn:01322530n	wiki:usuario_(informática)				
es003.s003.t002	es003.s003.t002	bn:00088789v						
es003.s003.t005	es003.s003.t005	bn:00021584n	bn:00021587n					
es003.s003.t009	es003.s003.t009	bn:00107194a						
es003.s003.t010	es003.s003.t010	bn:00082379v						
es003.s003.t012	es003.s003.t012	bn:00005141n	bn:00017153n					
es003.s003.t013	es003.s003.t013	bn:00116284r						
es003.s003.t014	es003.s003.t014	bn:00100162a	bn:00108084a					
es003.s003.t016	es003.s003.t016	bn:00083239v						
es003.s003.t019	es003.s003.t019	bn:00079373n	bn:01322530n	wiki:usuario_(informática)				
es003.s003.t022	es003.s003.t022	bn:00088630v						
es003.s003.t025	es003.s003.t025	bn:00070651n	bn:00070653n	bn:00070677n	bn:08260930n	wiki:servicio_(economía)		
es003.s003.t027	es003.s003.t027	bn:00033729n						
es003.s003.t032	es003.s003.t032	bn:00027912n	bn:00070193n	wiki:segmento				
